index,umap1,umap2
CD141_P8_S32-batch1,-1.3337088,-0.19359045
CD141_P8_S33-batch1,-2.1590524,1.0798788
CD141_P8_S34-batch1,-2.6232054,2.1197119
CD141_P8_S35-batch1,-0.28657353,0.88483065
CD141_P8_S36-batch1,-1.8073297,1.4781601
CD141_P8_S37-batch1,-0.21097994,0.37858123
CD141_P8_S38-batch1,-1.0343717,-0.1280499
CD141_P8_S39-batch1,-0.7858376,1.1201351
CD141_P8_S40-batch1,-2.1013885,0.78622186
CD141_P8_S42-batch1,1.0286717,1.8701017
CD141_P8_S43-batch1,-1.9248956,0.035843056
CD141_P8_S44-batch1,-0.76115656,-0.19275731
CD141_P8_S45-batch1,-1.0824987,-0.20941962
CD141_P8_S46-batch1,-1.2613081,0.055797677
CD141_P8_S47-batch1,-2.255014,0.70994633
CD141_P8_S48-batch1,-2.5889282,0.7557974
CD141_P9_S49-batch1,-2.0123394,1.2459903
CD141_P9_S50-batch1,-1.015465,1.2890701
CD141_P9_S51-batch1,1.4373611,2.1906478
CD141_P9_S52-batch1,-2.1206565,1.6541213
CD141_P9_S53-batch1,-0.77559376,1.578605
CD141_P9_S54-batch1,-1.3551166,1.2144078
CD141_P9_S55-batch1,-1.3725605,2.1398554
CD141_P9_S56-batch1,-3.1958807,1.671888
CD141_P9_S57-batch1,-2.5741196,1.0629689
CD141_P9_S58-batch1,-1.5188738,2.181988
CD141_P9_S59-batch1,-1.6986772,1.7679461
CD141_P9_S60-batch1,-0.903875,8.240265
CD141_P9_S61-batch1,-2.3441541,1.4200698
CD141_P9_S62-batch1,-1.1827561,1.5609024
CD141_P9_S63-batch1,-0.92701733,1.2628019
CD141_P9_S64-batch1,-1.3328272,1.9657983
CD141_P9_S65-batch1,-0.9774289,2.0199575
CD141_P9_S66-batch1,-2.9189267,2.0811417
CD141_P9_S67-batch1,-1.2151258,2.5291042
CD141_P9_S68-batch1,-2.9976013,1.8050109
CD141_P9_S69-batch1,-1.0239971,2.4770243
CD141_P9_S70-batch1,-0.25524336,2.8152952
CD141_P9_S71-batch1,-2.3882787,2.2506618
CD141_P9_S72-batch1,-2.0540228,3.1206899
pDC_P10_S73-batch1,10.752383,6.011788
pDC_P10_S74-batch1,10.275241,5.9888754
pDC_P10_S75-batch1,10.066267,6.4625254
pDC_P10_S76-batch1,10.630937,5.622302
pDC_P10_S77-batch1,10.030751,4.9812255
pDC_P10_S78-batch1,10.062227,4.5783796
pDC_P10_S79-batch1,10.234402,4.4937215
pDC_P10_S80-batch1,9.686163,6.0943985
pDC_P10_S81-batch1,9.508778,5.6886687
pDC_P10_S82-batch1,9.678486,5.779065
pDC_P10_S83-batch1,11.615404,6.1532006
pDC_P10_S84-batch1,11.480565,6.1453295
pDC_P10_S85-batch1,9.341501,5.7244034
pDC_P10_S86-batch1,9.735531,5.9368324
pDC_P10_S87-batch1,9.870357,5.4901958
pDC_P10_S88-batch1,10.520855,5.6991653
pDC_P10_S89-batch1,2.169119,2.277236
pDC_P10_S90-batch1,10.225724,4.330792
pDC_P10_S91-batch1,10.015576,6.3134055
pDC_P10_S92-batch1,10.516906,6.219838
pDC_P10_S93-batch1,9.54644,4.8038116
pDC_P10_S94-batch1,1.4382324,2.67809
pDC_P10_S95-batch1,9.897098,5.238122
pDC_P10_S96-batch1,-0.61874896,7.5781527
pDC_P7_S10-batch1,1.8877319,1.9383281
pDC_P7_S11-batch1,8.333733,5.6409264
pDC_P7_S12-batch1,9.043446,4.324207
pDC_P7_S13-batch1,8.319737,4.501986
pDC_P7_S14-batch1,8.284897,4.4415264
pDC_P7_S15-batch1,1.6064371,1.7569315
pDC_P7_S16-batch1,1.9813063,1.7136056
pDC_P7_S17-batch1,8.266322,4.1899333
pDC_P7_S18-batch1,7.8231964,5.6955976
pDC_P7_S19-batch1,8.157766,4.8725057
pDC_P7_S1-batch1,9.498245,4.261086
pDC_P7_S20-batch1,8.304141,6.322404
pDC_P7_S21-batch1,7.8828144,5.0965614
pDC_P7_S22-batch1,7.9387164,5.342117
pDC_P7_S23-batch1,9.520241,4.735345
pDC_P7_S24-batch1,8.846977,5.7028236
pDC_P7_S2-batch1,8.030512,4.564634
pDC_P7_S3-batch1,8.558479,5.0868034
pDC_P7_S4-batch1,8.585479,5.9498205
pDC_P7_S5-batch1,8.483558,4.050055
pDC_P7_S6-batch1,9.128394,4.516804
pDC_P7_S7-batch1,9.010078,4.5613537
pDC_P7_S8-batch1,8.411102,5.112704
pDC_P7_S9-batch1,8.597516,6.0028667
pDC_P8_S25-batch1,7.8052983,5.718243
pDC_P8_S26-batch1,9.831043,4.1637797
pDC_P8_S27-batch1,8.29749,5.671823
pDC_P8_S28-batch1,8.254213,4.7050514
pDC_P8_S30-batch1,8.309602,6.406967
pDC_P8_S31-batch1,9.957491,6.047056
pDC_P8_S32-batch1,8.640669,4.8613358
pDC_P8_S33-batch1,8.794156,6.0974207
pDC_P8_S34-batch1,10.288031,4.9716873
pDC_P8_S35-batch1,1.1340026,1.6701788
pDC_P8_S36-batch1,10.722283,4.432159
pDC_P8_S37-batch1,9.496282,4.2161264
pDC_P8_S38-batch1,9.425781,4.549713
pDC_P8_S39-batch1,8.372532,5.711201
pDC_P8_S40-batch1,9.308521,5.406415
pDC_P8_S42-batch1,8.057717,6.2573247
pDC_P8_S43-batch1,-0.8383793,8.16761
pDC_P8_S44-batch1,8.339599,6.3267183
pDC_P8_S45-batch1,8.986571,5.385778
pDC_P8_S46-batch1,9.076251,5.1371856
pDC_P8_S47-batch1,8.118121,4.8874173
pDC_P8_S48-batch1,9.676503,6.418199
pDC_P9_S49-batch1,9.45544,6.194575
pDC_P9_S50-batch1,8.302546,5.426835
pDC_P9_S51-batch1,10.80405,5.859099
pDC_P9_S52-batch1,10.425323,6.4485817
pDC_P9_S53-batch1,0.44420603,8.115991
pDC_P9_S54-batch1,10.409192,5.9315624
pDC_P9_S55-batch1,11.725082,5.4761314
pDC_P9_S56-batch1,9.346601,6.728456
pDC_P9_S57-batch1,8.614958,6.55258
pDC_P9_S58-batch1,8.967405,5.6405087
pDC_P9_S59-batch1,9.594506,6.579053
pDC_P9_S60-batch1,10.1983385,6.5825644
pDC_P9_S61-batch1,9.138228,5.8308225
pDC_P9_S62-batch1,0.4927868,8.197321
pDC_P9_S63-batch1,8.653605,6.860463
pDC_P9_S64-batch1,10.434624,4.478008
pDC_P9_S65-batch1,8.889204,6.62379
pDC_P9_S66-batch1,8.909563,7.055828
pDC_P9_S67-batch1,9.248795,5.091615
pDC_P9_S68-batch1,9.244801,6.298975
pDC_P9_S69-batch1,8.309029,6.327097
pDC_P9_S70-batch1,9.965792,6.697866
pDC_P9_S71-batch1,9.159431,5.4548874
pDC_P9_S72-batch1,8.780309,6.5155063
DoubleNeg_P10_S73-batch1,-3.93817,7.33911
DoubleNeg_P10_S74-batch1,-5.669089,7.519562
DoubleNeg_P10_S75-batch1,-3.9652116,6.2557454
DoubleNeg_P10_S76-batch1,-3.6892502,6.101347
DoubleNeg_P10_S77-batch1,-6.282541,7.3898926
DoubleNeg_P10_S78-batch1,-5.6190624,7.0695496
DoubleNeg_P10_S79-batch1,-1.6527214,6.909354
DoubleNeg_P10_S80-batch1,-5.776245,6.932835
DoubleNeg_P10_S81-batch1,-0.7224258,3.1979773
DoubleNeg_P10_S82-batch1,-5.2228193,7.0826273
DoubleNeg_P10_S83-batch1,-5.7342014,6.0486484
DoubleNeg_P10_S84-batch1,-5.5040503,5.9561057
DoubleNeg_P10_S85-batch1,-2.9385424,5.543101
DoubleNeg_P10_S86-batch1,-5.0112085,6.795539
DoubleNeg_P10_S87-batch1,-5.242676,7.9519224
DoubleNeg_P10_S88-batch1,-3.6513748,6.9556875
DoubleNeg_P10_S89-batch1,-5.646619,6.9050794
DoubleNeg_P10_S90-batch1,-1.5981758,7.608807
DoubleNeg_P10_S91-batch1,-3.5173116,7.30669
DoubleNeg_P10_S92-batch1,-1.3317475,7.4112406
DoubleNeg_P10_S93-batch1,-6.879266,8.557627
DoubleNeg_P10_S94-batch1,-4.339439,5.9159536
DoubleNeg_P10_S95-batch1,-4.663939,7.120715
DoubleNeg_P10_S96-batch1,-3.2631512,6.0927143
DoubleNeg_P7_S10-batch1,-6.6680923,8.069889
DoubleNeg_P7_S11-batch1,-6.3946257,7.194363
DoubleNeg_P7_S12-batch1,-6.724716,7.3368845
DoubleNeg_P7_S13-batch1,-5.7385,9.332495
DoubleNeg_P7_S14-batch1,-6.829175,7.8767176
DoubleNeg_P7_S15-batch1,-7.1137877,8.239318
DoubleNeg_P7_S16-batch1,-5.914455,9.111304
DoubleNeg_P7_S17-batch1,-6.934611,7.6643324
DoubleNeg_P7_S18-batch1,-7.0927496,8.142887
DoubleNeg_P7_S19-batch1,-6.344589,7.0669255
DoubleNeg_P7_S1-batch1,-5.5360584,8.665667
DoubleNeg_P7_S20-batch1,-6.79083,8.292255
DoubleNeg_P7_S21-batch1,-5.22838,9.044158
DoubleNeg_P7_S22-batch1,-5.8503265,8.5042515
DoubleNeg_P7_S23-batch1,-6.6536264,7.272987
DoubleNeg_P7_S24-batch1,-1.8851283,7.287827
DoubleNeg_P7_S2-batch1,-6.279438,7.682955
DoubleNeg_P7_S3-batch1,-6.9815063,8.02922
DoubleNeg_P7_S4-batch1,-7.13211,7.8460484
DoubleNeg_P7_S5-batch1,-6.9003444,7.904813
DoubleNeg_P7_S6-batch1,0.2752752,5.3086443
DoubleNeg_P7_S7-batch1,-5.624056,8.985515
DoubleNeg_P7_S8-batch1,-5.2740717,8.412146
DoubleNeg_P7_S9-batch1,-6.7913895,7.3374043
DoubleNeg_P8_S25-batch1,-5.07715,7.8146973
DoubleNeg_P8_S26-batch1,0.6819301,5.1847963
DoubleNeg_P8_S27-batch1,-7.1175075,8.50353
DoubleNeg_P8_S28-batch1,-5.5293336,7.2547398
DoubleNeg_P8_S30-batch1,-5.9945316,6.298989
DoubleNeg_P8_S31-batch1,-4.41129,8.140245
DoubleNeg_P8_S32-batch1,-5.44342,7.44927
DoubleNeg_P8_S33-batch1,-5.7536,8.264917
DoubleNeg_P8_S34-batch1,-6.331747,6.755235
DoubleNeg_P8_S35-batch1,-6.1142893,9.101144
DoubleNeg_P8_S36-batch1,-5.934459,7.0125785
DoubleNeg_P8_S37-batch1,-4.893422,8.337208
DoubleNeg_P8_S38-batch1,-5.4722958,9.23404
DoubleNeg_P8_S39-batch1,-5.3022223,9.012861
DoubleNeg_P8_S40-batch1,-6.295822,8.505087
DoubleNeg_P8_S42-batch1,-5.4329453,9.163217
DoubleNeg_P8_S43-batch1,-6.000156,8.389979
DoubleNeg_P8_S44-batch1,-6.013636,7.596023
DoubleNeg_P8_S45-batch1,0.39573732,5.129369
DoubleNeg_P8_S46-batch1,-6.8135185,8.470428
DoubleNeg_P8_S47-batch1,-6.1750226,8.802173
DoubleNeg_P8_S48-batch1,-5.0396,6.3758807
DoubleNeg_P9_S49-batch1,-5.4750977,7.625231
DoubleNeg_P9_S50-batch1,-5.155614,7.286341
DoubleNeg_P9_S51-batch1,-4.41394,6.785778
DoubleNeg_P9_S52-batch1,-3.8562236,8.428254
DoubleNeg_P9_S53-batch1,-1.187767,7.870953
DoubleNeg_P9_S54-batch1,-4.2818546,6.965009
DoubleNeg_P9_S55-batch1,-5.921481,8.600332
DoubleNeg_P9_S56-batch1,-6.6409173,6.7483864
DoubleNeg_P9_S57-batch1,-1.4169593,7.5684237
DoubleNeg_P9_S58-batch1,-3.664084,6.3590727
DoubleNeg_P9_S59-batch1,-0.5888875,4.631043
DoubleNeg_P9_S60-batch1,-5.167711,6.524124
DoubleNeg_P9_S61-batch1,1.6321508,1.9895002
DoubleNeg_P9_S62-batch1,-1.3701664,8.0144205
DoubleNeg_P9_S63-batch1,-4.901632,7.354452
DoubleNeg_P9_S64-batch1,-6.8894534,7.0556455
DoubleNeg_P9_S65-batch1,-4.01453,7.292239
DoubleNeg_P9_S66-batch1,-6.3059254,7.371719
DoubleNeg_P9_S67-batch1,-5.284143,7.5590158
DoubleNeg_P9_S68-batch1,-6.42533,7.199705
DoubleNeg_P9_S69-batch1,-5.2839704,5.730204
DoubleNeg_P9_S70-batch1,-5.1072073,7.572551
DoubleNeg_P9_S71-batch1,-5.382151,6.38915
DoubleNeg_P9_S72-batch1,-3.886924,6.7445617
pDC_P13_S49-batch2,10.828044,7.1528044
pDC_P13_S50-batch2,11.477176,6.802971
pDC_P13_S51-batch2,10.171596,7.5652633
pDC_P13_S52-batch2,8.729856,5.676169
pDC_P13_S53-batch2,10.305587,7.2385716
pDC_P13_S54-batch2,8.7122965,5.4316373
pDC_P13_S55-batch2,9.92958,5.0737305
pDC_P13_S56-batch2,9.669312,7.2897377
pDC_P13_S57-batch2,0.22692578,7.937734
pDC_P13_S58-batch2,11.398055,7.3933573
pDC_P13_S59-batch2,10.953245,7.686817
pDC_P13_S60-batch2,11.124236,7.456299
pDC_P13_S61-batch2,11.029445,6.212633
pDC_P13_S62-batch2,10.855317,6.6896977
pDC_P13_S63-batch2,10.485783,7.4599423
pDC_P13_S64-batch2,10.945011,7.2044954
pDC_P13_S65-batch2,9.923719,7.256174
pDC_P13_S66-batch2,9.973161,5.594334
pDC_P13_S67-batch2,11.3108835,6.3997216
pDC_P13_S68-batch2,9.862753,5.9802704
pDC_P13_S69-batch2,10.650999,6.2114177
pDC_P13_S70-batch2,11.466981,7.34045
pDC_P13_S71-batch2,8.976777,5.271389
pDC_P13_S72-batch2,11.157302,6.819518
pDC_P14_S73-batch2,9.311522,6.169124
pDC_P14_S74-batch2,11.091623,5.7683005
pDC_P14_S75-batch2,10.801358,4.728788
pDC_P14_S76-batch2,8.973776,6.87658
pDC_P14_S77-batch2,10.12839,4.768913
pDC_P14_S78-batch2,10.032834,5.631825
pDC_P14_S79-batch2,10.310737,5.20667
pDC_P14_S80-batch2,11.575175,5.3085976
pDC_P14_S81-batch2,9.829391,6.1594253
pDC_P14_S82-batch2,10.379299,7.110476
pDC_P14_S83-batch2,11.270313,5.716473
pDC_P14_S84-batch2,0.43451977,8.26716
pDC_P14_S85-batch2,10.428887,5.7312593
pDC_P14_S86-batch2,10.445204,4.9643955
pDC_P14_S87-batch2,11.030058,5.2766438
pDC_P14_S88-batch2,9.008872,5.029893
pDC_P14_S89-batch2,10.740611,4.971821
pDC_P14_S90-batch2,8.667189,5.095223
pDC_P14_S91-batch2,10.870879,4.7074018
pDC_P14_S92-batch2,10.097423,4.526069
pDC_P14_S93-batch2,1.7676511,2.2969158
pDC_P14_S94-batch2,10.914841,5.629257
pDC_P14_S95-batch2,10.189706,6.025978
pDC_P14_S96-batch2,9.4094,5.477276
pDC_P3_S10-batch2,10.255363,6.6860743
pDC_P3_S11-batch2,10.989895,4.8790927
pDC_P3_S12-batch2,9.700384,6.6628313
pDC_P3_S13-batch2,9.551624,5.542189
pDC_P3_S14-batch2,10.977325,4.318814
pDC_P3_S15-batch2,1.5652822,2.0682695
pDC_P3_S16-batch2,11.894531,6.1186
pDC_P3_S17-batch2,9.17007,6.8367157
pDC_P3_S18-batch2,9.538729,6.9649515
pDC_P3_S19-batch2,10.360871,4.8613753
pDC_P3_S1-batch2,10.952485,4.3230786
pDC_P3_S20-batch2,11.463519,5.0492883
pDC_P3_S21-batch2,11.292671,5.255855
pDC_P3_S22-batch2,10.2672415,5.361386
pDC_P3_S23-batch2,11.070197,4.647136
pDC_P3_S24-batch2,10.868907,6.028575
pDC_P3_S2-batch2,1.8515646,2.8578725
pDC_P3_S3-batch2,2.179995,2.7198796
pDC_P3_S4-batch2,11.643704,5.2185655
pDC_P3_S5-batch2,11.602308,6.1206193
pDC_P3_S6-batch2,11.203764,4.580598
pDC_P3_S7-batch2,9.776754,5.8173122
pDC_P3_S8-batch2,10.5223875,5.291158
pDC_P3_S9-batch2,11.128594,5.499432
pDC_P4_S25-batch2,11.287483,7.0631676
pDC_P4_S26-batch2,9.5768175,6.2105126
pDC_P4_S27-batch2,-0.21638036,7.7550297
pDC_P4_S28-batch2,11.510323,5.894102
pDC_P4_S29-batch2,10.910941,5.411736
pDC_P4_S30-batch2,10.53153,6.867434
pDC_P4_S31-batch2,11.256619,4.864261
pDC_P4_S32-batch2,11.589321,6.0736866
pDC_P4_S33-batch2,11.642372,5.7502775
pDC_P4_S34-batch2,11.620685,7.05148
pDC_P4_S35-batch2,9.853626,5.024643
pDC_P4_S36-batch2,11.206714,5.47538
pDC_P4_S37-batch2,0.25235367,8.093863
pDC_P4_S38-batch2,9.306233,6.9445577
pDC_P4_S39-batch2,0.5365567,8.218105
pDC_P4_S40-batch2,9.400297,5.1297536
pDC_P4_S41-batch2,10.170197,5.829199
pDC_P4_S42-batch2,10.075588,6.6084437
pDC_P4_S43-batch2,-0.32707173,7.8084745
pDC_P4_S44-batch2,9.142286,6.4462256
pDC_P4_S45-batch2,10.939305,7.0208716
pDC_P4_S46-batch2,10.977373,6.012558
pDC_P4_S47-batch2,10.624258,6.671127
pDC_P4_S48-batch2,11.180166,6.316794
DoubleNeg_P13_S49-batch2,-2.3470502,6.6213965
DoubleNeg_P13_S50-batch2,-5.6855803,6.3718967
DoubleNeg_P13_S51-batch2,-4.1326237,5.8799405
DoubleNeg_P13_S52-batch2,-5.3555913,6.3776293
DoubleNeg_P13_S53-batch2,-4.1528916,5.6726494
DoubleNeg_P13_S54-batch2,-4.4684806,6.7253723
DoubleNeg_P13_S55-batch2,-1.6522944,7.343778
DoubleNeg_P13_S56-batch2,-2.9232934,7.5553803
DoubleNeg_P13_S57-batch2,-5.1518984,5.953722
DoubleNeg_P13_S58-batch2,-4.574486,7.585217
DoubleNeg_P13_S59-batch2,-6.067916,7.327091
DoubleNeg_P13_S60-batch2,-4.9883704,6.817751
DoubleNeg_P13_S61-batch2,-2.057022,7.104973
DoubleNeg_P13_S62-batch2,-2.3157344,7.7810726
DoubleNeg_P13_S63-batch2,-3.937387,5.6177225
DoubleNeg_P13_S64-batch2,-2.9669595,6.8259788
DoubleNeg_P13_S65-batch2,-3.982572,5.5928864
DoubleNeg_P13_S66-batch2,-3.3830295,5.9684715
DoubleNeg_P13_S67-batch2,-4.8262243,7.2716556
DoubleNeg_P13_S68-batch2,-4.9352145,6.6800904
DoubleNeg_P13_S69-batch2,-4.647477,6.036372
DoubleNeg_P13_S70-batch2,-4.060664,6.2781296
DoubleNeg_P13_S71-batch2,-3.5922859,5.8967943
DoubleNeg_P13_S72-batch2,-1.6859068,5.1245427
DoubleNeg_P14_S73-batch2,-5.2797213,6.063991
DoubleNeg_P14_S74-batch2,-4.451617,8.2060995
DoubleNeg_P14_S75-batch2,-4.862799,8.039017
DoubleNeg_P14_S76-batch2,-4.248866,7.538431
DoubleNeg_P14_S77-batch2,-3.786563,8.003323
DoubleNeg_P14_S78-batch2,-4.4342036,6.6670685
DoubleNeg_P14_S79-batch2,-5.1966743,7.442601
DoubleNeg_P14_S80-batch2,-3.6217892,7.6952224
DoubleNeg_P14_S81-batch2,-5.348969,8.117592
DoubleNeg_P14_S82-batch2,-4.0995536,7.981529
DoubleNeg_P14_S83-batch2,-4.99473,8.667746
DoubleNeg_P14_S84-batch2,1.7534832,2.5995047
DoubleNeg_P14_S85-batch2,-6.128309,7.9958973
DoubleNeg_P14_S86-batch2,-3.2323396,6.2337146
DoubleNeg_P14_S87-batch2,-6.466066,8.225441
DoubleNeg_P14_S88-batch2,-5.3337326,7.2092032
DoubleNeg_P14_S89-batch2,-3.7652354,7.629993
DoubleNeg_P14_S90-batch2,-6.3022485,6.5927477
DoubleNeg_P14_S91-batch2,-3.4619522,7.9529653
DoubleNeg_P14_S92-batch2,-5.647161,8.027734
DoubleNeg_P14_S93-batch2,-5.8883157,8.353718
DoubleNeg_P14_S94-batch2,-6.1363115,7.9029927
DoubleNeg_P14_S95-batch2,-4.7797146,8.371216
DoubleNeg_P3_S10-batch2,-4.936589,7.7974377
DoubleNeg_P3_S12-batch2,-3.0423281,6.3684745
DoubleNeg_P3_S13-batch2,-4.796088,8.031508
DoubleNeg_P3_S14-batch2,-3.0379832,3.948723
DoubleNeg_P3_S15-batch2,-4.807873,7.768705
DoubleNeg_P3_S16-batch2,-5.186139,5.608835
DoubleNeg_P3_S17-batch2,-4.009295,6.9624557
DoubleNeg_P3_S18-batch2,-3.0976954,7.118386
DoubleNeg_P3_S19-batch2,-3.5545294,6.9580317
DoubleNeg_P3_S1-batch2,-4.1910276,7.702594
DoubleNeg_P3_S20-batch2,-6.291988,8.2943945
DoubleNeg_P3_S21-batch2,-5.281826,5.9686427
DoubleNeg_P3_S22-batch2,-1.4481815,2.9162908
DoubleNeg_P3_S23-batch2,-5.4584203,5.939956
DoubleNeg_P3_S24-batch2,-4.6415305,5.8895416
DoubleNeg_P3_S2-batch2,-4.59723,5.4521475
DoubleNeg_P3_S3-batch2,-4.5852666,7.8902183
DoubleNeg_P3_S4-batch2,-3.8414032,6.751814
DoubleNeg_P3_S5-batch2,-4.253558,7.0384083
DoubleNeg_P3_S7-batch2,-4.1707835,8.56494
DoubleNeg_P3_S8-batch2,-3.7207787,8.255654
DoubleNeg_P3_S9-batch2,-4.725393,7.1652246
DoubleNeg_P4_S25-batch2,-5.280949,6.886332
DoubleNeg_P4_S26-batch2,-5.4185085,7.055213
DoubleNeg_P4_S27-batch2,-2.984321,6.6795716
DoubleNeg_P4_S28-batch2,0.04193725,3.3288252
DoubleNeg_P4_S29-batch2,-2.8791544,6.818597
DoubleNeg_P4_S30-batch2,-4.1738315,5.8216605
DoubleNeg_P4_S31-batch2,-5.7940016,6.4205875
DoubleNeg_P4_S32-batch2,-4.5601234,7.189583
DoubleNeg_P4_S33-batch2,-2.919574,7.4650664
DoubleNeg_P4_S34-batch2,-4.9342594,6.6458616
DoubleNeg_P4_S35-batch2,-3.1136231,6.886911
DoubleNeg_P4_S36-batch2,-3.329397,6.9950614
DoubleNeg_P4_S37-batch2,-3.044651,6.55448
DoubleNeg_P4_S38-batch2,-4.1542125,8.52693
DoubleNeg_P4_S39-batch2,-6.083926,6.7778916
DoubleNeg_P4_S40-batch2,0.3423965,4.2896295
DoubleNeg_P4_S41-batch2,-4.7700844,5.707921
DoubleNeg_P4_S42-batch2,-2.9305549,7.9895825
DoubleNeg_P4_S43-batch2,-5.4811587,6.7197266
DoubleNeg_P4_S44-batch2,-3.6604023,8.162039
DoubleNeg_P4_S45-batch2,-4.432017,8.55915
DoubleNeg_P4_S46-batch2,-4.294186,8.053087
DoubleNeg_P4_S47-batch2,-3.6949637,6.608954
DoubleNeg_P4_S48-batch2,-5.5992184,6.5898266
CD1C_P13_S49-batch2,-2.145747,4.7216144
CD1C_P13_S50-batch2,-2.4344895,5.161531
CD1C_P13_S51-batch2,-2.6517854,3.802306
CD1C_P13_S52-batch2,-1.6627611,4.4102097
CD1C_P13_S53-batch2,-3.196428,3.7364187
CD1C_P13_S54-batch2,-1.9731666,3.1030042
CD1C_P13_S55-batch2,-1.6129227,4.16135
CD1C_P13_S56-batch2,-1.8929976,4.106604
CD1C_P13_S57-batch2,-0.14868547,4.9644027
CD1C_P13_S58-batch2,-2.8211896,4.1526985
CD1C_P13_S59-batch2,-2.431056,5.201342
CD1C_P13_S60-batch2,-2.8774092,2.7828436
CD1C_P13_S61-batch2,-0.33223024,-0.26732397
CD1C_P13_S62-batch2,-2.0855653,3.4597309
CD1C_P13_S63-batch2,-1.1369735,2.8667278
CD1C_P13_S64-batch2,-0.14963557,4.649471
CD1C_P13_S65-batch2,-2.7805753,4.9416523
CD1C_P13_S66-batch2,-1.5848923,3.117924
CD1C_P13_S67-batch2,-2.3407571,3.0635645
CD1C_P13_S68-batch2,-2.3919468,3.0535567
CD1C_P13_S69-batch2,-2.382734,4.4551487
CD1C_P13_S70-batch2,-3.3517714,4.218678
CD1C_P13_S71-batch2,-3.0601966,3.1780846
CD1C_P13_S72-batch2,-2.8295767,4.488964
CD1C_P14_S73-batch2,0.4083897,4.695616
CD1C_P14_S74-batch2,-0.9287575,3.4533136
CD1C_P14_S75-batch2,-2.864675,3.5086176
CD1C_P14_S76-batch2,-2.6609843,3.7296362
CD1C_P14_S77-batch2,-0.3605615,3.6171076
CD1C_P14_S78-batch2,-2.944317,4.5434365
CD1C_P14_S79-batch2,0.09950468,5.1816926
CD1C_P14_S80-batch2,-1.1828499,2.9495797
CD1C_P14_S81-batch2,-0.023451984,4.3810287
CD1C_P14_S82-batch2,-0.029250527,4.9638104
CD1C_P14_S83-batch2,-0.44793674,3.7187636
CD1C_P14_S84-batch2,-3.1427352,2.229127
CD1C_P14_S85-batch2,-0.6401238,-0.11127419
CD1C_P14_S86-batch2,-0.6044912,1.7774721
CD1C_P14_S87-batch2,-0.43573073,4.294004
CD1C_P14_S88-batch2,-1.3197781,2.6947172
CD1C_P14_S89-batch2,-3.2683194,3.1165679
