index,umap1,umap2
DoubleNeg_P10_S76-batch1,13.310142,8.816889
DoubleNeg_P10_S77-batch1,14.398881,7.9843783
DoubleNeg_P10_S78-batch1,13.960818,8.11489
DoubleNeg_P10_S79-batch1,12.1508255,7.9173265
DoubleNeg_P10_S80-batch1,14.39502,7.494886
DoubleNeg_P10_S81-batch1,14.258346,9.552715
DoubleNeg_P10_S82-batch1,12.356974,9.154903
DoubleNeg_P10_S83-batch1,14.56104,8.055188
DoubleNeg_P10_S84-batch1,14.212119,8.092269
DoubleNeg_P10_S85-batch1,14.7557335,8.220731
DoubleNeg_P10_S86-batch1,13.309064,7.583663
DoubleNeg_P10_S87-batch1,14.488581,8.606657
DoubleNeg_P10_S88-batch1,13.246473,8.068891
DoubleNeg_P10_S89-batch1,14.378492,7.7784595
DoubleNeg_P10_S90-batch1,12.065006,7.915588
DoubleNeg_P10_S91-batch1,12.975457,8.81193
DoubleNeg_P10_S92-batch1,12.0409975,8.016261
DoubleNeg_P10_S93-batch1,14.128952,8.404005
DoubleNeg_P10_S94-batch1,13.478815,8.027901
DoubleNeg_P10_S95-batch1,14.369852,8.936833
DoubleNeg_P10_S96-batch1,12.501872,8.295802
DoubleNeg_P7_S10-batch1,14.642053,7.4950423
DoubleNeg_P7_S11-batch1,14.797823,8.114789
DoubleNeg_P7_S12-batch1,13.704604,9.144027
DoubleNeg_P7_S13-batch1,12.996435,9.067931
DoubleNeg_P7_S14-batch1,14.175446,8.175219
DoubleNeg_P7_S15-batch1,14.8689,7.885407
DoubleNeg_P7_S16-batch1,13.913647,7.910854
DoubleNeg_P7_S17-batch1,14.739767,8.41935
DoubleNeg_P7_S18-batch1,13.654877,9.018187
DoubleNeg_P7_S19-batch1,14.2426405,7.767292
DoubleNeg_P7_S1-batch1,12.205996,9.040486
DoubleNeg_P7_S20-batch1,14.4029,8.8154545
DoubleNeg_P7_S21-batch1,14.126846,7.9277534
DoubleNeg_P7_S22-batch1,14.219933,8.528914
DoubleNeg_P7_S23-batch1,14.319625,8.272547
DoubleNeg_P7_S24-batch1,12.514975,8.284816
DoubleNeg_P7_S2-batch1,14.706365,8.126747
DoubleNeg_P7_S3-batch1,14.566931,8.575267
DoubleNeg_P7_S4-batch1,14.39432,8.284875
DoubleNeg_P7_S5-batch1,14.858814,8.269263
DoubleNeg_P7_S6-batch1,3.0826714,17.099125
DoubleNeg_P7_S7-batch1,13.417438,8.991539
DoubleNeg_P7_S8-batch1,14.194148,7.626998
DoubleNeg_P7_S9-batch1,13.714321,7.699715
DoubleNeg_P8_S25-batch1,11.857236,9.016416
DoubleNeg_P8_S26-batch1,4.0846543,16.935211
DoubleNeg_P8_S27-batch1,13.99752,8.559932
DoubleNeg_P8_S28-batch1,14.006377,8.784394
DoubleNeg_P8_S30-batch1,13.130991,8.100883
DoubleNeg_P8_S31-batch1,12.156507,8.540316
DoubleNeg_P8_S32-batch1,14.394948,7.588067
DoubleNeg_P8_S33-batch1,14.125643,7.69236
DoubleNeg_P8_S34-batch1,13.900407,9.238769
DoubleNeg_P8_S35-batch1,14.436014,9.087045
DoubleNeg_P8_S36-batch1,13.57337,9.409613
DoubleNeg_P8_S37-batch1,12.562031,8.144184
DoubleNeg_P8_S38-batch1,14.230984,8.594734
DoubleNeg_P8_S39-batch1,14.455731,7.4672523
DoubleNeg_P8_S40-batch1,13.327055,8.3543825
DoubleNeg_P8_S42-batch1,13.853033,7.617421
DoubleNeg_P8_S43-batch1,14.366503,8.920167
DoubleNeg_P8_S44-batch1,14.741159,7.8060126
DoubleNeg_P8_S45-batch1,2.836688,17.243322
DoubleNeg_P8_S46-batch1,14.969375,7.914105
DoubleNeg_P8_S47-batch1,14.758148,7.782424
DoubleNeg_P8_S48-batch1,13.802341,8.415345
DoubleNeg_P9_S49-batch1,14.649175,8.219811
DoubleNeg_P9_S50-batch1,13.086996,8.970956
DoubleNeg_P9_S51-batch1,14.307171,9.322798
DoubleNeg_P9_S52-batch1,12.197308,8.095221
DoubleNeg_P9_S53-batch1,12.273169,7.8030767
DoubleNeg_P9_S54-batch1,14.214813,7.8792763
DoubleNeg_P9_S55-batch1,13.016715,9.422227
DoubleNeg_P9_S56-batch1,14.368506,7.7661595
DoubleNeg_P9_S57-batch1,12.612883,7.8216963
DoubleNeg_P9_S58-batch1,12.44102,8.239494
DoubleNeg_P9_S59-batch1,3.2844925,17.16352
DoubleNeg_P9_S60-batch1,13.502482,8.626566
DoubleNeg_P9_S61-batch1,1.5700217,11.652257
DoubleNeg_P9_S62-batch1,11.920025,8.169135
DoubleNeg_P9_S63-batch1,13.196259,9.130805
DoubleNeg_P9_S64-batch1,14.597178,7.678852
DoubleNeg_P9_S65-batch1,12.372766,8.976791
DoubleNeg_P9_S66-batch1,13.918607,7.6174436
DoubleNeg_P9_S67-batch1,13.122427,9.847593
DoubleNeg_P9_S68-batch1,13.302876,10.12749
DoubleNeg_P9_S69-batch1,13.834817,8.0746355
DoubleNeg_P9_S70-batch1,13.949368,8.053414
DoubleNeg_P9_S71-batch1,12.458416,9.544299
DoubleNeg_P9_S72-batch1,11.8954315,9.589208
pDC_P13_S49-batch2,4.157442,9.025522
pDC_P13_S50-batch2,4.8889856,9.061921
pDC_P13_S51-batch2,4.1276083,8.653421
pDC_P13_S52-batch2,3.129757,8.395867
pDC_P13_S53-batch2,4.1698346,9.260762
pDC_P13_S54-batch2,3.0825539,8.911186
pDC_P13_S55-batch2,3.3282216,9.003676
pDC_P13_S56-batch2,3.7433527,9.176846
pDC_P13_S57-batch2,6.3063273,9.820488
pDC_P13_S58-batch2,4.1235347,7.8547964
pDC_P13_S59-batch2,4.716177,8.952059
pDC_P13_S60-batch2,4.437979,9.2409725
pDC_P13_S61-batch2,4.75917,8.820237
pDC_P13_S62-batch2,4.6825423,8.533718
pDC_P13_S63-batch2,4.508001,9.26317
pDC_P13_S64-batch2,3.6739185,8.1850395
pDC_P13_S65-batch2,3.5705512,9.354412
pDC_P13_S66-batch2,2.4382343,6.914764
pDC_P13_S67-batch2,4.3112135,8.940794
pDC_P13_S68-batch2,3.9635332,8.533977
pDC_P13_S69-batch2,4.0967317,9.454446
pDC_P13_S70-batch2,4.5938644,8.995256
pDC_P13_S71-batch2,4.4443502,8.784095
pDC_P13_S72-batch2,3.415243,9.402473
pDC_P14_S73-batch2,3.6733537,8.6447115
pDC_P14_S74-batch2,4.0098267,9.000116
pDC_P14_S75-batch2,3.366184,7.864849
pDC_P14_S76-batch2,3.337478,9.118126
pDC_P14_S77-batch2,3.3281777,8.678571
pDC_P14_S78-batch2,4.6306615,9.040538
pDC_P14_S79-batch2,3.825514,9.04928
pDC_P14_S80-batch2,4.0536947,8.79667
pDC_P14_S81-batch2,3.619854,8.616691
pDC_P14_S82-batch2,3.549692,8.571554
pDC_P14_S83-batch2,3.6421382,7.7271695
pDC_P14_S84-batch2,6.3535824,9.893817
pDC_P14_S85-batch2,4.398148,9.233482
pDC_P14_S86-batch2,3.3659291,8.040514
pDC_P14_S87-batch2,4.1444054,7.66431
pDC_P14_S88-batch2,2.7239945,7.498212
pDC_P14_S89-batch2,4.6265597,8.973843
pDC_P14_S90-batch2,2.6839511,7.3019347
pDC_P14_S91-batch2,3.165914,8.721136
pDC_P14_S92-batch2,3.9303133,8.490824
pDC_P14_S93-batch2,1.7580705,11.316741
pDC_P14_S94-batch2,3.2434127,8.905708
pDC_P14_S95-batch2,4.2334204,8.087022
pDC_P14_S96-batch2,4.096821,8.356987
pDC_P3_S10-batch2,4.627363,8.964543
pDC_P3_S11-batch2,3.4042723,8.231888
pDC_P3_S12-batch2,4.3368487,8.5685425
pDC_P3_S13-batch2,2.526168,8.017035
pDC_P3_S14-batch2,3.4578857,9.121297
pDC_P3_S15-batch2,1.8729202,11.272226
pDC_P3_S16-batch2,4.7886977,8.938264
pDC_P3_S17-batch2,3.6756947,8.530973
pDC_P3_S18-batch2,3.3736143,8.244342
pDC_P3_S19-batch2,3.5752897,9.311507
pDC_P3_S1-batch2,3.6924644,7.520063
pDC_P3_S20-batch2,4.195958,8.609974
pDC_P3_S21-batch2,4.7410893,8.358786
pDC_P3_S22-batch2,4.352526,9.37809
pDC_P3_S23-batch2,3.8825033,8.850807
pDC_P3_S24-batch2,3.7115684,9.000528
pDC_P3_S2-batch2,2.0363467,10.693371
pDC_P3_S3-batch2,3.4740553,9.374059
pDC_P3_S4-batch2,4.1480765,9.125104
pDC_P3_S5-batch2,4.191646,8.006514
pDC_P3_S6-batch2,2.7056866,8.13057
pDC_P3_S7-batch2,3.7488966,9.39342
pDC_P3_S8-batch2,4.0374236,9.452706
pDC_P3_S9-batch2,3.7868505,9.581824
pDC_P4_S25-batch2,4.8347507,8.450575
pDC_P4_S26-batch2,4.5073676,8.280061
pDC_P4_S27-batch2,5.9616756,9.624197
pDC_P4_S28-batch2,3.7840958,8.391578
pDC_P4_S29-batch2,3.8200827,9.024618
pDC_P4_S30-batch2,4.313678,8.21384
pDC_P4_S31-batch2,4.405779,9.093916
pDC_P4_S32-batch2,4.321204,9.20732
pDC_P4_S33-batch2,3.6126845,9.346606
pDC_P4_S34-batch2,4.0338917,8.495412
pDC_P4_S35-batch2,4.7816315,8.767905
pDC_P4_S36-batch2,4.5583816,8.561753
pDC_P4_S37-batch2,6.2334156,9.757736
pDC_P4_S38-batch2,4.3600774,8.279244
pDC_P4_S39-batch2,6.375341,9.846674
pDC_P4_S40-batch2,3.135589,8.775922
pDC_P4_S41-batch2,3.2395816,7.011687
pDC_P4_S42-batch2,3.428344,8.770774
pDC_P4_S43-batch2,6.165629,9.729845
pDC_P4_S44-batch2,4.0747104,8.323346
pDC_P4_S45-batch2,3.6376505,8.261968
pDC_P4_S46-batch2,4.136215,8.508229
pDC_P4_S47-batch2,4.424166,9.380404
pDC_P4_S48-batch2,3.516413,8.860411
DoubleNeg_P13_S49-batch2,11.826127,9.52525
DoubleNeg_P13_S50-batch2,12.901294,8.71676
DoubleNeg_P13_S51-batch2,12.792878,8.506904
DoubleNeg_P13_S52-batch2,12.456801,9.99309
DoubleNeg_P13_S53-batch2,12.020514,9.7609215
DoubleNeg_P13_S54-batch2,13.354442,9.193971
DoubleNeg_P13_S55-batch2,12.016872,8.276809
DoubleNeg_P13_S56-batch2,12.235937,8.556207
DoubleNeg_P13_S57-batch2,12.185034,9.227929
DoubleNeg_P13_S58-batch2,12.544293,10.051302
DoubleNeg_P13_S59-batch2,12.739255,10.167726
DoubleNeg_P13_S60-batch2,12.575917,8.571621
DoubleNeg_P13_S61-batch2,11.933751,9.147736
DoubleNeg_P13_S62-batch2,12.92468,10.173603
DoubleNeg_P13_S63-batch2,12.614017,10.109501
DoubleNeg_P13_S64-batch2,12.497016,9.269766
DoubleNeg_P13_S65-batch2,12.758491,9.071642
DoubleNeg_P13_S66-batch2,12.650103,8.619604
DoubleNeg_P13_S67-batch2,12.514749,8.828022
DoubleNeg_P13_S68-batch2,13.347648,9.930147
DoubleNeg_P13_S69-batch2,13.115928,9.48078
DoubleNeg_P13_S70-batch2,12.7791195,9.942321
DoubleNeg_P13_S71-batch2,12.780562,8.410585
DoubleNeg_P13_S72-batch2,3.4940572,17.293272
DoubleNeg_P14_S73-batch2,13.040247,8.946061
DoubleNeg_P14_S74-batch2,13.641304,7.941354
DoubleNeg_P14_S75-batch2,12.59844,9.911862
DoubleNeg_P14_S76-batch2,12.562493,9.424002
DoubleNeg_P14_S77-batch2,12.452906,9.188558
DoubleNeg_P14_S78-batch2,13.856436,9.003679
DoubleNeg_P14_S79-batch2,12.640774,9.86429
DoubleNeg_P14_S80-batch2,13.590397,8.3288
DoubleNeg_P14_S81-batch2,13.502474,9.284212
DoubleNeg_P14_S82-batch2,14.511608,8.930492
DoubleNeg_P14_S83-batch2,13.585178,8.863774
DoubleNeg_P14_S84-batch2,1.7393032,11.522098
DoubleNeg_P14_S85-batch2,13.749894,8.529138
DoubleNeg_P14_S86-batch2,12.940352,9.152122
DoubleNeg_P14_S87-batch2,13.76472,9.615566
DoubleNeg_P14_S88-batch2,13.582741,9.192113
DoubleNeg_P14_S89-batch2,12.641636,9.303037
DoubleNeg_P14_S90-batch2,13.62318,9.516885
DoubleNeg_P14_S91-batch2,14.450491,8.389432
DoubleNeg_P14_S92-batch2,13.132988,9.220088
DoubleNeg_P14_S93-batch2,14.393542,8.557399
DoubleNeg_P14_S94-batch2,13.229595,9.444389
DoubleNeg_P14_S95-batch2,13.469205,9.919019
DoubleNeg_P3_S10-batch2,12.917905,9.640303
DoubleNeg_P3_S12-batch2,12.470978,8.066991
DoubleNeg_P3_S13-batch2,13.951094,9.307112
DoubleNeg_P3_S14-batch2,3.638881,17.813326
DoubleNeg_P3_S15-batch2,12.917635,10.110732
DoubleNeg_P3_S16-batch2,12.181053,9.16563
DoubleNeg_P3_S17-batch2,12.009614,9.621921
DoubleNeg_P3_S18-batch2,12.119462,9.369775
DoubleNeg_P3_S19-batch2,13.27476,9.758287
DoubleNeg_P3_S1-batch2,14.110414,9.492874
DoubleNeg_P3_S20-batch2,13.611315,9.636933
DoubleNeg_P3_S21-batch2,12.835828,9.47838
DoubleNeg_P3_S22-batch2,1.5001391,12.551587
DoubleNeg_P3_S23-batch2,13.782718,8.711002
DoubleNeg_P3_S24-batch2,12.462935,9.332247
DoubleNeg_P3_S2-batch2,12.063661,8.845802
DoubleNeg_P3_S3-batch2,12.925776,9.728612
DoubleNeg_P3_S4-batch2,12.466187,9.435332
DoubleNeg_P3_S5-batch2,13.1104355,9.873107
DoubleNeg_P3_S7-batch2,12.8583,8.777492
DoubleNeg_P3_S8-batch2,13.836814,9.435921
DoubleNeg_P3_S9-batch2,13.593383,8.082501
DoubleNeg_P4_S25-batch2,12.59942,9.595351
DoubleNeg_P4_S26-batch2,12.1779375,9.365925
DoubleNeg_P4_S27-batch2,12.104872,9.709098
DoubleNeg_P4_S28-batch2,2.7621024,17.230919
DoubleNeg_P4_S29-batch2,13.011714,9.79908
DoubleNeg_P4_S30-batch2,12.306878,9.836474
DoubleNeg_P4_S31-batch2,12.0176,9.373125
DoubleNeg_P4_S32-batch2,12.36826,9.147248
DoubleNeg_P4_S33-batch2,12.498604,9.693212
DoubleNeg_P4_S34-batch2,12.873102,9.918221
DoubleNeg_P4_S35-batch2,12.405219,8.957836
DoubleNeg_P4_S36-batch2,12.6491165,8.857785
DoubleNeg_P4_S37-batch2,12.031576,9.10178
DoubleNeg_P4_S38-batch2,13.742586,8.773869
DoubleNeg_P4_S39-batch2,13.255099,8.435916
DoubleNeg_P4_S40-batch2,3.196375,17.220219
DoubleNeg_P4_S41-batch2,12.874095,9.314166
DoubleNeg_P4_S42-batch2,12.828448,9.651207
DoubleNeg_P4_S43-batch2,13.010058,8.867056
DoubleNeg_P4_S44-batch2,13.291936,8.7257185
DoubleNeg_P4_S45-batch2,13.941511,7.49424
DoubleNeg_P4_S46-batch2,13.348618,9.500592
DoubleNeg_P4_S47-batch2,13.459046,9.899758
DoubleNeg_P4_S48-batch2,12.964997,10.031853
CD1C_P13_S49-batch2,4.412514,17.478731
CD1C_P13_S50-batch2,4.794559,18.422752
CD1C_P13_S51-batch2,4.598053,18.662457
CD1C_P13_S52-batch2,4.649711,18.400097
CD1C_P13_S53-batch2,4.506127,18.382778
CD1C_P13_S54-batch2,4.2021284,18.186365
CD1C_P13_S55-batch2,3.4673843,18.277363
CD1C_P13_S56-batch2,4.735231,18.105843
CD1C_P13_S57-batch2,3.5626335,17.14067
CD1C_P13_S58-batch2,4.42709,18.074398
CD1C_P13_S59-batch2,3.9674766,16.87145
CD1C_P13_S60-batch2,4.8120885,18.141499
CD1C_P13_S61-batch2,2.2102551,16.04573
CD1C_P13_S62-batch2,3.0925534,17.970602
CD1C_P13_S63-batch2,4.521461,17.916666
CD1C_P13_S64-batch2,3.5086331,17.024725
CD1C_P13_S65-batch2,4.2027416,17.469845
CD1C_P13_S66-batch2,4.8271036,17.33335
CD1C_P13_S67-batch2,4.812664,17.804214
CD1C_P13_S68-batch2,4.4885473,17.78575
CD1C_P13_S69-batch2,3.8879802,17.851433
CD1C_P13_S70-batch2,4.479992,18.475407
CD1C_P13_S71-batch2,4.5708323,18.703552
CD1C_P13_S72-batch2,3.4288118,17.89012
CD1C_P14_S73-batch2,3.0674305,16.853893
CD1C_P14_S74-batch2,3.3268209,17.164246
CD1C_P14_S75-batch2,3.9135442,18.402555
CD1C_P14_S76-batch2,4.465025,17.358788
CD1C_P14_S77-batch2,4.197021,17.383417
CD1C_P14_S78-batch2,6.155144,9.976859
CD1C_P14_S79-batch2,3.0371566,16.730045
CD1C_P14_S80-batch2,3.5895102,18.21333
CD1C_P14_S81-batch2,3.3736138,16.88101
CD1C_P14_S82-batch2,3.4239902,17.470984
CD1C_P14_S83-batch2,3.8820784,18.102057
CD1C_P14_S84-batch2,4.616414,17.498562
CD1C_P14_S85-batch2,2.308514,16.135319
CD1C_P14_S86-batch2,2.822834,16.790731
CD1C_P14_S87-batch2,3.6553936,18.150532
CD1C_P14_S88-batch2,4.0273333,17.848923
CD1C_P14_S89-batch2,4.1202154,18.145939
CD1C_P14_S90-batch2,4.151614,18.689947
CD1C_P14_S91-batch2,3.36992,17.797016
CD1C_P14_S92-batch2,4.175478,17.161469
CD1C_P14_S93-batch2,4.69384,17.54464
CD1C_P14_S94-batch2,3.941617,17.747982
CD1C_P14_S95-batch2,4.8007216,17.818604
CD1C_P14_S96-batch2,3.9740434,18.336922
CD1C_P3_S10-batch2,4.2554407,17.293129
CD1C_P3_S11-batch2,4.9813128,17.681644
CD1C_P3_S12-batch2,3.5903141,17.416872
CD1C_P3_S13-batch2,2.3164287,16.152578
CD1C_P3_S14-batch2,3.4776826,18.077028
CD1C_P3_S15-batch2,4.928466,17.62633
CD1C_P3_S16-batch2,2.9653146,17.670183
CD1C_P3_S17-batch2,3.1781375,17.740574
CD1C_P3_S18-batch2,3.8464797,17.181131
CD1C_P3_S19-batch2,4.084027,17.775045
CD1C_P3_S1-batch2,3.9423726,17.239876
CD1C_P3_S20-batch2,4.4784527,17.605764
CD1C_P3_S21-batch2,4.7774615,17.429813
CD1C_P3_S22-batch2,3.689725,16.778828
CD1C_P3_S23-batch2,2.7996433,16.627934
