index,umap1,umap2
CD141_P9_S49-batch1,3.6894014,-3.1782796
CD141_P9_S50-batch1,2.3604572,-3.922873
CD141_P9_S51-batch1,-0.73778856,5.75932
CD141_P9_S52-batch1,2.2473924,-3.9482281
CD141_P9_S53-batch1,2.4683752,-3.945659
CD141_P9_S54-batch1,2.4563258,-3.5516891
CD141_P9_S55-batch1,2.8960915,-3.6394496
CD141_P9_S56-batch1,3.273855,-4.386073
CD141_P9_S57-batch1,3.8760946,-3.5084348
CD141_P9_S58-batch1,2.7757454,-4.0770435
CD141_P9_S59-batch1,3.1602936,-3.450168
CD141_P9_S60-batch1,9.329619,9.729588
CD141_P9_S61-batch1,3.02608,-3.7465742
CD141_P9_S62-batch1,2.6069546,-4.058552
CD141_P9_S63-batch1,2.8219976,-3.6079934
CD141_P9_S64-batch1,3.4412475,-4.045081
CD141_P9_S65-batch1,2.3732033,-4.074164
CD141_P9_S66-batch1,3.1723778,-4.4693046
CD141_P9_S67-batch1,3.0287385,-3.897866
CD141_P9_S68-batch1,2.9718766,-4.1800323
CD141_P9_S69-batch1,3.2112126,-3.5208611
CD141_P9_S70-batch1,-0.42559308,4.7542124
CD141_P9_S71-batch1,3.4699154,-3.8907716
CD141_P9_S72-batch1,4.366657,-4.010018
pDC_P10_S73-batch1,-4.2863073,13.139791
pDC_P10_S74-batch1,-4.2340035,13.271033
pDC_P10_S75-batch1,-4.2791367,12.79881
pDC_P10_S76-batch1,-4.515453,13.116173
pDC_P10_S77-batch1,-2.5364153,13.94543
pDC_P10_S78-batch1,-1.770409,13.708386
pDC_P10_S79-batch1,-2.6785948,13.708656
pDC_P10_S80-batch1,-3.8591413,13.075905
pDC_P10_S81-batch1,-3.2342181,12.592157
pDC_P10_S82-batch1,-2.4067426,12.696666
pDC_P10_S83-batch1,-1.2121693,11.6649685
pDC_P10_S84-batch1,-3.7551568,13.881989
pDC_P10_S85-batch1,-2.6343126,12.641974
pDC_P10_S86-batch1,-4.0541267,12.878409
pDC_P10_S87-batch1,-3.8487024,12.853241
pDC_P10_S88-batch1,-3.9911573,13.497479
pDC_P10_S89-batch1,-0.5119581,5.939638
pDC_P10_S90-batch1,-2.2787108,13.650385
pDC_P10_S91-batch1,-4.2797246,13.467886
pDC_P10_S92-batch1,-4.4055276,13.51125
pDC_P10_S93-batch1,-4.05864,13.383259
pDC_P10_S94-batch1,-0.4244921,6.0539794
pDC_P10_S95-batch1,-4.0692377,13.737736
pDC_P10_S96-batch1,9.389209,10.243056
pDC_P7_S10-batch1,-1.0001612,6.337036
pDC_P7_S11-batch1,-0.8931686,13.713515
pDC_P7_S12-batch1,-2.367173,14.701533
pDC_P7_S13-batch1,-0.9763546,13.542545
pDC_P7_S14-batch1,-1.8974929,13.943922
pDC_P7_S15-batch1,-1.1484426,6.017735
pDC_P7_S16-batch1,-0.7072266,6.2427487
pDC_P7_S17-batch1,-1.0440177,14.794633
pDC_P7_S18-batch1,-1.1448066,14.267647
pDC_P7_S19-batch1,-1.7503678,14.680602
pDC_P7_S1-batch1,-2.9801466,14.208928
pDC_P7_S20-batch1,-1.9183526,13.271727
pDC_P7_S21-batch1,-0.9871396,14.436505
pDC_P7_S22-batch1,-0.7846655,13.579694
pDC_P7_S23-batch1,-2.0538154,14.223997
pDC_P7_S24-batch1,-1.534988,14.286842
pDC_P7_S2-batch1,-1.5571283,14.444583
pDC_P7_S3-batch1,-1.4132483,14.326521
pDC_P7_S4-batch1,-1.5965111,13.979584
pDC_P7_S5-batch1,-0.8386003,14.716591
pDC_P7_S6-batch1,-1.9766263,14.696649
pDC_P7_S7-batch1,-1.7200592,14.538891
pDC_P7_S8-batch1,-0.91117245,13.631053
pDC_P7_S9-batch1,-2.1781132,13.309961
pDC_P8_S25-batch1,-1.7298466,13.66257
pDC_P8_S26-batch1,-1.8648309,13.874553
pDC_P8_S27-batch1,-0.88716984,13.231093
pDC_P8_S28-batch1,-1.1957997,13.635436
pDC_P8_S30-batch1,-3.2208416,11.378114
pDC_P8_S31-batch1,-0.8170905,12.6067295
pDC_P8_S32-batch1,-1.1118525,13.898363
pDC_P8_S33-batch1,-2.2098868,13.1496
pDC_P8_S34-batch1,-1.6755434,13.4559765
pDC_P8_S35-batch1,-0.69967973,6.2358704
pDC_P8_S36-batch1,-2.8873832,12.957976
pDC_P8_S37-batch1,-2.1356187,13.985209
pDC_P8_S38-batch1,-1.714092,14.137987
pDC_P8_S39-batch1,-1.3428371,13.221671
pDC_P8_S40-batch1,-2.244934,11.129693
pDC_P8_S42-batch1,-1.5930922,13.800264
pDC_P8_S43-batch1,9.249405,9.831524
pDC_P8_S44-batch1,-1.578679,13.282116
pDC_P8_S45-batch1,-2.539634,11.880654
pDC_P8_S46-batch1,-2.1805162,13.386941
pDC_P8_S47-batch1,-2.4862437,11.976407
pDC_P8_S48-batch1,-3.051283,12.683875
pDC_P9_S49-batch1,-1.5070133,12.391684
pDC_P9_S50-batch1,-0.7676265,12.416067
pDC_P9_S51-batch1,-2.0908558,13.445349
pDC_P9_S52-batch1,-2.1265364,12.089091
pDC_P9_S53-batch1,8.632273,11.120134
pDC_P9_S54-batch1,-2.0451071,11.758727
pDC_P9_S55-batch1,-0.9708095,11.321153
pDC_P9_S56-batch1,-2.5620952,12.169528
pDC_P9_S57-batch1,-2.8425896,11.072617
pDC_P9_S58-batch1,-1.5989482,12.30684
pDC_P9_S59-batch1,-2.2093372,12.037841
pDC_P9_S60-batch1,-1.5924647,11.790915
pDC_P9_S61-batch1,-2.3165255,11.027486
pDC_P9_S62-batch1,8.719042,11.101464
pDC_P9_S63-batch1,-2.1970096,12.691586
pDC_P9_S64-batch1,-1.7303227,11.053284
pDC_P9_S65-batch1,-1.733256,12.383169
pDC_P9_S66-batch1,-1.9975262,12.378949
pDC_P9_S67-batch1,-2.3054237,12.91929
pDC_P9_S68-batch1,-2.3596268,12.477958
pDC_P9_S69-batch1,-2.006119,13.506985
pDC_P9_S70-batch1,-3.1233006,11.28767
pDC_P9_S71-batch1,-1.9371771,12.497501
pDC_P9_S72-batch1,-1.9389783,12.102236
DoubleNeg_P10_S73-batch1,12.529578,7.091103
DoubleNeg_P10_S74-batch1,10.178385,5.2134094
DoubleNeg_P10_S75-batch1,12.6521015,7.097218
DoubleNeg_P10_S76-batch1,12.373285,7.7571416
DoubleNeg_P10_S77-batch1,10.761659,5.4287424
DoubleNeg_P10_S78-batch1,10.136897,5.9658523
DoubleNeg_P10_S79-batch1,9.881937,10.035204
DoubleNeg_P10_S80-batch1,9.7742815,6.0787888
DoubleNeg_P10_S81-batch1,-2.2558777,2.7252553
DoubleNeg_P10_S82-batch1,10.139573,6.0964622
DoubleNeg_P10_S83-batch1,12.679133,6.469297
DoubleNeg_P10_S84-batch1,12.624245,6.9488373
DoubleNeg_P10_S85-batch1,10.510533,6.4396987
DoubleNeg_P10_S86-batch1,11.103881,6.0613155
DoubleNeg_P10_S87-batch1,10.422993,5.581695
DoubleNeg_P10_S88-batch1,10.311463,7.28894
DoubleNeg_P10_S89-batch1,9.869748,5.512116
DoubleNeg_P10_S90-batch1,9.52004,9.61385
DoubleNeg_P10_S91-batch1,10.48635,7.7108912
DoubleNeg_P10_S92-batch1,9.587749,9.735056
DoubleNeg_P10_S93-batch1,10.405235,5.767899
DoubleNeg_P10_S94-batch1,13.151999,6.9569154
DoubleNeg_P10_S95-batch1,10.831282,5.9034176
DoubleNeg_P10_S96-batch1,10.183589,7.5678964
DoubleNeg_P7_S10-batch1,10.778396,4.1530604
DoubleNeg_P7_S11-batch1,10.593853,4.860693
DoubleNeg_P7_S12-batch1,10.408952,4.542909
DoubleNeg_P7_S13-batch1,12.163694,4.69251
DoubleNeg_P7_S14-batch1,11.760907,4.1805344
DoubleNeg_P7_S15-batch1,11.93967,4.1334004
DoubleNeg_P7_S16-batch1,11.791623,5.123391
DoubleNeg_P7_S17-batch1,10.802009,3.8965113
DoubleNeg_P7_S18-batch1,13.024175,4.829277
DoubleNeg_P7_S19-batch1,11.122629,4.543454
DoubleNeg_P7_S1-batch1,12.265219,4.974158
DoubleNeg_P7_S20-batch1,11.181066,4.602551
DoubleNeg_P7_S21-batch1,12.628252,5.550424
DoubleNeg_P7_S22-batch1,12.616065,5.043475
DoubleNeg_P7_S23-batch1,10.353565,4.8370266
DoubleNeg_P7_S24-batch1,9.802552,9.668891
DoubleNeg_P7_S2-batch1,10.808114,4.5904202
DoubleNeg_P7_S3-batch1,11.343482,3.9864979
DoubleNeg_P7_S4-batch1,11.163303,4.2094765
DoubleNeg_P7_S5-batch1,11.0777235,3.8392453
DoubleNeg_P7_S6-batch1,-2.8284724,1.4007465
DoubleNeg_P7_S7-batch1,12.438937,4.915787
DoubleNeg_P7_S8-batch1,10.93656,5.196772
DoubleNeg_P7_S9-batch1,11.347021,4.5863395
DoubleNeg_P8_S25-batch1,13.144918,5.1196504
DoubleNeg_P8_S26-batch1,-2.8525999,1.6135663
DoubleNeg_P8_S27-batch1,10.532908,4.6851506
DoubleNeg_P8_S28-batch1,10.231376,4.7657356
DoubleNeg_P8_S30-batch1,12.30791,5.253333
DoubleNeg_P8_S31-batch1,10.837536,7.38598
DoubleNeg_P8_S32-batch1,12.524469,5.4243956
DoubleNeg_P8_S33-batch1,12.018041,5.686296
DoubleNeg_P8_S34-batch1,11.243872,5.981071
DoubleNeg_P8_S35-batch1,11.653395,4.635193
DoubleNeg_P8_S36-batch1,10.756908,5.3045506
DoubleNeg_P8_S37-batch1,13.223409,5.14168
DoubleNeg_P8_S38-batch1,11.765267,4.8836856
DoubleNeg_P8_S39-batch1,11.350453,5.071524
DoubleNeg_P8_S40-batch1,11.79074,5.1814737
DoubleNeg_P8_S42-batch1,11.933248,5.354781
DoubleNeg_P8_S43-batch1,11.472482,5.3866663
DoubleNeg_P8_S44-batch1,10.957447,5.4016204
DoubleNeg_P8_S45-batch1,-2.7324715,1.1494602
DoubleNeg_P8_S46-batch1,11.072189,4.0577655
DoubleNeg_P8_S47-batch1,11.197661,4.407589
DoubleNeg_P8_S48-batch1,12.847783,5.5253496
DoubleNeg_P9_S49-batch1,9.858587,5.7219114
DoubleNeg_P9_S50-batch1,9.994693,6.3636694
DoubleNeg_P9_S51-batch1,9.873621,6.698314
DoubleNeg_P9_S52-batch1,10.678399,6.8310857
DoubleNeg_P9_S53-batch1,9.63748,9.874809
DoubleNeg_P9_S54-batch1,10.0506935,7.061048
DoubleNeg_P9_S55-batch1,12.655622,5.6187987
DoubleNeg_P9_S56-batch1,10.158051,5.156335
DoubleNeg_P9_S57-batch1,9.569859,9.990254
DoubleNeg_P9_S58-batch1,12.213699,7.326736
DoubleNeg_P9_S59-batch1,-2.543145,1.4013326
DoubleNeg_P9_S60-batch1,10.52113,5.5841084
DoubleNeg_P9_S61-batch1,-0.64835554,5.6401963
DoubleNeg_P9_S62-batch1,9.278649,9.834904
DoubleNeg_P9_S63-batch1,9.990041,6.6581116
DoubleNeg_P9_S64-batch1,10.546418,4.9992375
DoubleNeg_P9_S65-batch1,10.263533,7.4176145
DoubleNeg_P9_S66-batch1,10.70599,7.19563
DoubleNeg_P9_S67-batch1,10.580641,6.6502767
DoubleNeg_P9_S68-batch1,11.742108,6.6738567
DoubleNeg_P9_S69-batch1,11.193554,6.1914444
DoubleNeg_P9_S70-batch1,10.267986,7.137351
DoubleNeg_P9_S71-batch1,10.634701,5.382896
DoubleNeg_P9_S72-batch1,11.114001,7.7795324
pDC_P13_S49-batch2,-3.500994,13.908167
pDC_P13_S50-batch2,-3.0742218,13.407996
pDC_P13_S51-batch2,-3.0053859,13.766951
pDC_P13_S52-batch2,-1.1258744,13.036073
pDC_P13_S53-batch2,-2.7138658,13.641414
pDC_P13_S54-batch2,-0.6265311,12.609272
pDC_P13_S55-batch2,-0.8854394,12.588351
pDC_P13_S56-batch2,-2.8383265,12.380278
pDC_P13_S57-batch2,8.712237,10.969912
pDC_P13_S58-batch2,-2.8207192,13.571738
pDC_P13_S59-batch2,-2.881731,13.782407
pDC_P13_S60-batch2,-3.6460311,13.854811
pDC_P13_S61-batch2,-3.3823636,13.603235
pDC_P13_S62-batch2,-3.529773,13.612126
pDC_P13_S63-batch2,-2.9301298,14.047507
pDC_P13_S64-batch2,-3.503962,13.655758
pDC_P13_S65-batch2,-2.6819441,12.956629
pDC_P13_S66-batch2,-3.2231348,12.380165
pDC_P13_S67-batch2,-3.4025602,12.20725
pDC_P13_S68-batch2,-2.1276686,12.409622
pDC_P13_S69-batch2,-2.9196002,13.17456
pDC_P13_S70-batch2,-2.757453,12.813895
pDC_P13_S71-batch2,-2.5075636,14.191518
pDC_P13_S72-batch2,-3.891656,12.969185
pDC_P14_S73-batch2,-0.8278846,12.659981
pDC_P14_S74-batch2,-1.1128467,12.425601
pDC_P14_S75-batch2,-1.3325545,11.968207
pDC_P14_S76-batch2,-3.1157591,11.925705
pDC_P14_S77-batch2,-2.5217621,14.055835
pDC_P14_S78-batch2,-3.2738943,12.414329
pDC_P14_S79-batch2,-3.2654092,11.459046
pDC_P14_S80-batch2,-2.1608617,12.390988
pDC_P14_S81-batch2,-2.3929873,13.403203
pDC_P14_S82-batch2,-3.3303628,12.71572
pDC_P14_S83-batch2,-1.7639008,12.573821
pDC_P14_S84-batch2,8.436924,11.213986
pDC_P14_S85-batch2,-1.3110697,12.977462
pDC_P14_S86-batch2,-2.02907,13.122812
pDC_P14_S87-batch2,-3.1260161,13.902099
pDC_P14_S88-batch2,-0.94577414,13.331787
pDC_P14_S89-batch2,-1.8705518,11.605424
pDC_P14_S90-batch2,-0.6412456,13.086583
pDC_P14_S91-batch2,-0.7373322,12.798992
pDC_P14_S92-batch2,-1.1630849,13.427203
pDC_P14_S93-batch2,-0.91739887,6.418589
pDC_P14_S94-batch2,-2.4694984,11.697396
pDC_P14_S95-batch2,-1.9658856,10.945517
pDC_P14_S96-batch2,-1.0347954,12.389446
pDC_P3_S10-batch2,-2.4466865,11.316959
pDC_P3_S11-batch2,-1.951912,11.621749
pDC_P3_S12-batch2,-1.6678364,12.297228
pDC_P3_S13-batch2,-3.6440043,11.982422
pDC_P3_S14-batch2,-1.713875,13.040334
pDC_P3_S15-batch2,-0.8447889,5.9003468
pDC_P3_S16-batch2,-2.2453225,10.851749
pDC_P3_S17-batch2,-3.1491492,11.876501
pDC_P3_S18-batch2,-3.195082,11.713297
pDC_P3_S19-batch2,-1.118361,12.999829
pDC_P3_S1-batch2,-1.4687384,11.044979
pDC_P3_S20-batch2,-1.9344552,11.41048
pDC_P3_S21-batch2,-0.8134005,12.136749
pDC_P3_S22-batch2,-2.0082989,11.40793
pDC_P3_S23-batch2,-2.8058944,11.028607
pDC_P3_S24-batch2,-2.845158,11.539453
pDC_P3_S2-batch2,-0.37302688,6.430454
pDC_P3_S3-batch2,-0.5518089,6.517187
pDC_P3_S4-batch2,-1.2217407,11.692658
pDC_P3_S5-batch2,-1.3297815,12.018087
pDC_P3_S6-batch2,-1.1022638,11.668552
pDC_P3_S7-batch2,-2.398922,11.222918
pDC_P3_S8-batch2,-1.5611298,12.759759
pDC_P3_S9-batch2,-2.651568,11.432193
pDC_P4_S25-batch2,-3.550604,12.443942
pDC_P4_S26-batch2,-3.0547113,12.872011
pDC_P4_S27-batch2,8.850233,10.571596
pDC_P4_S28-batch2,-2.636444,10.693044
pDC_P4_S29-batch2,-2.365381,12.313497
pDC_P4_S30-batch2,-3.8418944,12.605249
pDC_P4_S31-batch2,-4.0115414,13.738038
pDC_P4_S32-batch2,-2.358675,13.6446295
pDC_P4_S33-batch2,-1.5852216,12.840004
pDC_P4_S34-batch2,-2.2741737,12.160566
pDC_P4_S35-batch2,-2.2876685,10.851667
pDC_P4_S36-batch2,-3.3231032,13.177781
pDC_P4_S37-batch2,8.572566,11.050767
pDC_P4_S38-batch2,-2.9899821,12.711351
pDC_P4_S39-batch2,8.407067,10.911825
pDC_P4_S40-batch2,-1.5627873,13.094604
pDC_P4_S41-batch2,-2.965553,12.237145
pDC_P4_S42-batch2,-3.4842832,12.638669
pDC_P4_S43-batch2,8.898379,10.753356
pDC_P4_S44-batch2,-2.8951027,12.16722
pDC_P4_S45-batch2,-3.340381,12.304978
pDC_P4_S46-batch2,-2.6490543,10.987347
pDC_P4_S47-batch2,-3.366107,13.062874
pDC_P4_S48-batch2,-2.6110215,11.950718
DoubleNeg_P13_S49-batch2,12.82555,7.485373
DoubleNeg_P13_S50-batch2,10.337306,5.9864388
DoubleNeg_P13_S51-batch2,13.289101,6.0566087
DoubleNeg_P13_S52-batch2,10.017705,5.547522
DoubleNeg_P13_S53-batch2,13.193664,6.0387645
DoubleNeg_P13_S54-batch2,10.99066,5.8078456
DoubleNeg_P13_S55-batch2,11.928473,8.26299
DoubleNeg_P13_S56-batch2,13.139511,5.4459324
DoubleNeg_P13_S57-batch2,13.080809,6.308534
DoubleNeg_P13_S58-batch2,12.9883585,5.723625
DoubleNeg_P13_S59-batch2,12.796389,5.697236
DoubleNeg_P13_S60-batch2,11.147599,6.337273
DoubleNeg_P13_S61-batch2,12.334397,8.134936
DoubleNeg_P13_S62-batch2,10.997568,8.214323
DoubleNeg_P13_S63-batch2,12.974873,6.86875
DoubleNeg_P13_S64-batch2,10.691255,7.824363
DoubleNeg_P13_S65-batch2,13.2047415,6.6424217
DoubleNeg_P13_S66-batch2,12.625069,7.3336105
DoubleNeg_P13_S67-batch2,9.881147,6.4577985
DoubleNeg_P13_S68-batch2,9.566627,5.7628903
DoubleNeg_P13_S69-batch2,12.916204,6.4440293
DoubleNeg_P13_S70-batch2,13.461977,6.192098
DoubleNeg_P13_S71-batch2,12.987885,6.894605
DoubleNeg_P13_S72-batch2,-2.5021834,2.908682
DoubleNeg_P14_S73-batch2,10.027089,5.6365223
DoubleNeg_P14_S74-batch2,11.2123575,5.813105
DoubleNeg_P14_S75-batch2,11.932951,7.0258245
DoubleNeg_P14_S76-batch2,11.061586,6.376869
DoubleNeg_P14_S77-batch2,11.993545,6.408015
DoubleNeg_P14_S78-batch2,11.174793,5.6691446
DoubleNeg_P14_S79-batch2,11.621878,6.2690816
DoubleNeg_P14_S80-batch2,11.068114,6.5811257
DoubleNeg_P14_S81-batch2,12.07462,5.930355
DoubleNeg_P14_S82-batch2,11.582297,7.6053042
DoubleNeg_P14_S83-batch2,11.337631,5.1773553
DoubleNeg_P14_S84-batch2,-0.82578146,6.2009997
DoubleNeg_P14_S85-batch2,11.507037,6.0349
DoubleNeg_P14_S86-batch2,11.524227,7.130285
DoubleNeg_P14_S87-batch2,11.620949,4.503026
DoubleNeg_P14_S88-batch2,10.354795,6.1915846
DoubleNeg_P14_S89-batch2,12.050464,6.684449
DoubleNeg_P14_S90-batch2,10.158894,5.4524436
DoubleNeg_P14_S91-batch2,11.38266,7.1166596
DoubleNeg_P14_S92-batch2,12.157143,6.3502293
DoubleNeg_P14_S93-batch2,11.5960455,4.5801325
DoubleNeg_P14_S94-batch2,11.563557,5.754697
DoubleNeg_P14_S95-batch2,11.153501,5.920065
DoubleNeg_P3_S10-batch2,10.610119,6.251908
DoubleNeg_P3_S12-batch2,11.7504425,7.4973693
DoubleNeg_P3_S13-batch2,11.191896,5.896485
DoubleNeg_P3_S14-batch2,-1.1349436,3.6175492
DoubleNeg_P3_S15-batch2,11.002013,7.326574
DoubleNeg_P3_S16-batch2,11.761898,6.179356
DoubleNeg_P3_S17-batch2,11.435937,6.54454
DoubleNeg_P3_S18-batch2,11.308304,7.8856587
DoubleNeg_P3_S19-batch2,11.502816,7.325938
DoubleNeg_P3_S1-batch2,11.625492,6.6054277
DoubleNeg_P3_S20-batch2,11.590292,5.97653
DoubleNeg_P3_S21-batch2,12.562268,6.3991594
DoubleNeg_P3_S22-batch2,-0.3539341,4.1354866
DoubleNeg_P3_S23-batch2,12.228375,6.136429
DoubleNeg_P3_S24-batch2,12.1728325,6.049435
DoubleNeg_P3_S2-batch2,12.040582,7.2251363
DoubleNeg_P3_S3-batch2,10.345743,7.0443482
DoubleNeg_P3_S4-batch2,10.695282,6.9056277
DoubleNeg_P3_S5-batch2,11.899137,6.779278
DoubleNeg_P3_S7-batch2,10.900777,6.66235
DoubleNeg_P3_S8-batch2,11.58566,7.116232
DoubleNeg_P3_S9-batch2,11.004705,5.9023943
DoubleNeg_P4_S25-batch2,10.938145,6.789082
DoubleNeg_P4_S26-batch2,11.687306,5.784999
DoubleNeg_P4_S27-batch2,11.672141,7.7696595
DoubleNeg_P4_S28-batch2,-1.440204,2.1605294
DoubleNeg_P4_S29-batch2,11.143932,7.9462886
DoubleNeg_P4_S30-batch2,12.378491,6.5066295
DoubleNeg_P4_S31-batch2,9.703305,5.4199486
DoubleNeg_P4_S32-batch2,10.30162,6.7324195
DoubleNeg_P4_S33-batch2,11.23398,8.081756
DoubleNeg_P4_S34-batch2,12.399595,6.1272397
DoubleNeg_P4_S35-batch2,11.12685,6.7895656
DoubleNeg_P4_S36-batch2,11.063643,7.881152
DoubleNeg_P4_S37-batch2,11.975872,7.655604
DoubleNeg_P4_S38-batch2,11.375208,6.599876
DoubleNeg_P4_S39-batch2,9.931755,5.7723346
DoubleNeg_P4_S40-batch2,-2.2673507,1.2123908
DoubleNeg_P4_S41-batch2,12.120861,6.657098
DoubleNeg_P4_S42-batch2,11.197765,7.497935
DoubleNeg_P4_S43-batch2,10.671001,6.5149045
DoubleNeg_P4_S44-batch2,11.462818,6.992339
DoubleNeg_P4_S45-batch2,10.839477,6.3051443
DoubleNeg_P4_S46-batch2,12.093597,7.0562687
DoubleNeg_P4_S47-batch2,11.033608,7.223481
DoubleNeg_P4_S48-batch2,10.090364,5.3214526
CD1C_P13_S49-batch2,-1.8247149,3.1743636
CD1C_P13_S50-batch2,-2.3423657,3.568453
CD1C_P13_S51-batch2,-0.67037475,3.9979475
CD1C_P13_S52-batch2,-0.9022653,4.180161
CD1C_P13_S53-batch2,-1.3479419,4.0690427
CD1C_P13_S54-batch2,-0.80200875,2.306161
CD1C_P13_S55-batch2,-1.6697955,2.4411843
CD1C_P13_S56-batch2,0.16795057,2.463369
CD1C_P13_S57-batch2,-2.7339575,2.6128576
CD1C_P13_S58-batch2,-1.7724655,3.5197887
CD1C_P13_S59-batch2,-2.4317274,3.2546387
CD1C_P13_S60-batch2,-1.9296228,4.17586
CD1C_P13_S61-batch2,2.0089064,-0.72574365
CD1C_P13_S62-batch2,-2.1022453,2.8028874
CD1C_P13_S63-batch2,-1.0045438,2.686321
CD1C_P13_S64-batch2,-2.7519786,2.1246958
CD1C_P13_S65-batch2,-2.0201151,3.78183
CD1C_P13_S66-batch2,0.15279268,2.4973135
CD1C_P13_S67-batch2,-0.07769311,3.4045544
CD1C_P13_S68-batch2,-0.16656123,3.4592803
CD1C_P13_S69-batch2,-2.0223372,3.6371017
CD1C_P13_S70-batch2,-1.6239032,3.848353
CD1C_P13_S71-batch2,-1.4960353,4.2728286
CD1C_P13_S72-batch2,-1.4386752,2.3625329
CD1C_P14_S73-batch2,-1.4800348,1.5624913
CD1C_P14_S74-batch2,-0.44616285,3.136826
CD1C_P14_S75-batch2,-0.81989384,3.6138425
CD1C_P14_S76-batch2,-1.3316859,3.5096695
CD1C_P14_S77-batch2,-1.0182309,3.009782
CD1C_P14_S78-batch2,-1.3049753,4.019006
CD1C_P14_S79-batch2,-2.2568986,1.1018959
CD1C_P14_S80-batch2,-0.35468888,2.312263
CD1C_P14_S81-batch2,-2.5828,1.8716414
CD1C_P14_S82-batch2,-1.9485587,2.08495
CD1C_P14_S83-batch2,-1.2634208,3.0143251
CD1C_P14_S84-batch2,-0.2687073,2.5038564
CD1C_P14_S85-batch2,2.1759923,-0.65100425
CD1C_P14_S86-batch2,-0.490991,1.8730569
CD1C_P14_S87-batch2,-1.6520033,2.4998946
CD1C_P14_S88-batch2,-0.5453929,2.4690175
CD1C_P14_S89-batch2,-1.0536822,3.5371394
CD1C_P14_S90-batch2,-1.8815775,3.3686628
CD1C_P14_S91-batch2,-1.240365,2.0406036
CD1C_P14_S92-batch2,-2.102349,1.7816111
