index,umap1,umap2
pDC_P7_S2-batch1,2.4446142,10.58856
pDC_P7_S3-batch1,2.157976,10.5788145
pDC_P7_S4-batch1,1.9799701,10.153584
pDC_P7_S5-batch1,2.6222503,11.039581
pDC_P7_S6-batch1,1.8783938,10.654739
pDC_P7_S7-batch1,2.0064354,10.848559
pDC_P7_S8-batch1,2.682968,10.038726
pDC_P7_S9-batch1,2.4330416,9.853937
pDC_P8_S25-batch1,1.8496965,9.9276085
pDC_P8_S26-batch1,1.9405138,9.828798
pDC_P8_S27-batch1,3.0423312,9.858793
pDC_P8_S28-batch1,2.7084303,10.09099
pDC_P8_S30-batch1,3.0781977,9.504284
pDC_P8_S31-batch1,3.4106252,9.418359
pDC_P8_S32-batch1,2.878894,10.236621
pDC_P8_S33-batch1,2.7586637,10.463328
pDC_P8_S34-batch1,2.8251991,9.922024
pDC_P8_S35-batch1,9.13764,11.474992
pDC_P8_S36-batch1,2.6167493,10.5920315
pDC_P8_S37-batch1,1.424988,9.786017
pDC_P8_S38-batch1,1.3816289,9.830832
pDC_P8_S39-batch1,2.7760189,10.127042
pDC_P8_S40-batch1,3.9215684,9.241747
pDC_P8_S42-batch1,3.288404,9.968847
pDC_P8_S43-batch1,11.648832,0.22002758
pDC_P8_S44-batch1,3.1210341,9.751646
pDC_P8_S45-batch1,3.90727,9.021374
pDC_P8_S46-batch1,2.0680013,9.76708
pDC_P8_S47-batch1,2.74312,9.736114
pDC_P8_S48-batch1,3.429604,9.267093
pDC_P9_S49-batch1,2.2697537,8.864032
pDC_P9_S50-batch1,3.0925283,10.138465
pDC_P9_S51-batch1,3.206346,9.289383
pDC_P9_S52-batch1,3.074528,8.575129
pDC_P9_S53-batch1,11.55762,-1.1382927
pDC_P9_S54-batch1,2.6135411,8.777179
pDC_P9_S55-batch1,3.5094976,8.290237
pDC_P9_S56-batch1,3.3062758,8.025017
pDC_P9_S57-batch1,2.8514037,9.076374
pDC_P9_S58-batch1,2.5407069,8.736979
pDC_P9_S59-batch1,3.2661395,8.521738
pDC_P9_S60-batch1,3.1230497,8.409248
pDC_P9_S61-batch1,3.1969788,9.067426
pDC_P9_S62-batch1,11.820094,-1.2647142
pDC_P9_S63-batch1,2.386104,9.038127
pDC_P9_S64-batch1,4.55389,8.790312
pDC_P9_S65-batch1,2.7702835,9.378355
pDC_P9_S66-batch1,2.5691624,8.9414625
pDC_P9_S67-batch1,2.1867228,9.110862
pDC_P9_S68-batch1,2.6631818,8.500098
pDC_P9_S69-batch1,3.2748792,9.866118
pDC_P9_S70-batch1,6.09235,7.834453
pDC_P9_S71-batch1,3.0018067,9.057406
pDC_P9_S72-batch1,2.7439172,9.123046
DoubleNeg_P10_S73-batch1,7.3743224,0.2540157
DoubleNeg_P10_S74-batch1,4.953717,0.7178206
DoubleNeg_P10_S75-batch1,7.0596733,0.15184975
DoubleNeg_P10_S76-batch1,7.02075,0.49930158
DoubleNeg_P10_S77-batch1,5.4855633,0.20081261
DoubleNeg_P10_S78-batch1,6.179392,0.75583726
DoubleNeg_P10_S79-batch1,10.658344,-0.3467117
DoubleNeg_P10_S80-batch1,5.3065257,0.7056771
DoubleNeg_P10_S81-batch1,-0.96171284,-3.0344605
DoubleNeg_P10_S82-batch1,5.8007293,1.1715404
DoubleNeg_P10_S83-batch1,6.457333,-0.295055
DoubleNeg_P10_S84-batch1,6.542728,0.017919356
DoubleNeg_P10_S85-batch1,7.090311,1.129473
DoubleNeg_P10_S86-batch1,6.500857,0.515875
DoubleNeg_P10_S87-batch1,5.566611,0.7927915
DoubleNeg_P10_S88-batch1,6.002653,1.0401402
DoubleNeg_P10_S89-batch1,5.067534,0.9950274
DoubleNeg_P10_S90-batch1,11.12652,-0.059916705
DoubleNeg_P10_S91-batch1,6.372784,1.3733575
DoubleNeg_P10_S92-batch1,10.883049,-0.25073817
DoubleNeg_P10_S93-batch1,5.80981,0.37565815
DoubleNeg_P10_S94-batch1,7.5681973,0.49100298
DoubleNeg_P10_S95-batch1,5.957096,0.33041117
DoubleNeg_P10_S96-batch1,7.120875,1.2920506
DoubleNeg_P7_S10-batch1,4.406742,0.16809614
DoubleNeg_P7_S11-batch1,4.530383,0.6892678
DoubleNeg_P7_S12-batch1,4.4668427,0.569045
DoubleNeg_P7_S13-batch1,5.068562,-0.75253254
DoubleNeg_P7_S14-batch1,4.5531054,-0.087848894
DoubleNeg_P7_S15-batch1,4.5737348,-0.48912796
DoubleNeg_P7_S16-batch1,5.3335404,-0.48165253
DoubleNeg_P7_S17-batch1,4.021384,0.31020913
DoubleNeg_P7_S18-batch1,5.2952557,-1.0899774
DoubleNeg_P7_S19-batch1,4.827278,0.6328695
DoubleNeg_P7_S1-batch1,5.6532664,-0.58010435
DoubleNeg_P7_S20-batch1,5.057487,0.3440956
DoubleNeg_P7_S21-batch1,5.6786256,-0.30594563
DoubleNeg_P7_S22-batch1,5.3189507,-0.97940713
DoubleNeg_P7_S23-batch1,4.801196,0.773156
DoubleNeg_P7_S24-batch1,10.802144,-0.07956232
DoubleNeg_P7_S2-batch1,4.9005046,0.18134771
DoubleNeg_P7_S3-batch1,4.167719,0.33483714
DoubleNeg_P7_S4-batch1,4.529605,0.09966984
DoubleNeg_P7_S5-batch1,4.127082,0.13206194
DoubleNeg_P7_S6-batch1,-2.1034677,-3.3608632
DoubleNeg_P7_S7-batch1,5.5543575,-0.46931368
DoubleNeg_P7_S8-batch1,4.8149056,0.0035487646
DoubleNeg_P7_S9-batch1,4.5218573,0.44778976
DoubleNeg_P8_S25-batch1,5.6979856,-1.0545408
DoubleNeg_P8_S26-batch1,-1.7323883,-3.62519
DoubleNeg_P8_S27-batch1,4.488756,0.89580774
DoubleNeg_P8_S28-batch1,4.3467927,0.7737222
DoubleNeg_P8_S30-batch1,5.9241447,-0.9965361
DoubleNeg_P8_S31-batch1,6.804812,1.0388293
DoubleNeg_P8_S32-batch1,6.006679,-0.57359535
DoubleNeg_P8_S33-batch1,5.0597396,-0.21657705
DoubleNeg_P8_S34-batch1,5.3304353,0.07486793
DoubleNeg_P8_S35-batch1,4.829906,-0.5535825
DoubleNeg_P8_S36-batch1,5.4085383,0.024099242
DoubleNeg_P8_S37-batch1,5.8145685,-1.2011693
DoubleNeg_P8_S38-batch1,5.1369243,-0.15392752
DoubleNeg_P8_S39-batch1,5.20238,0.24035339
DoubleNeg_P8_S40-batch1,5.3795996,-0.57735306
DoubleNeg_P8_S42-batch1,6.0260897,-0.20396832
DoubleNeg_P8_S43-batch1,5.48356,0.1960021
DoubleNeg_P8_S44-batch1,5.6385856,0.43560946
DoubleNeg_P8_S45-batch1,-2.2647033,-3.4135475
DoubleNeg_P8_S46-batch1,4.199471,0.6409051
DoubleNeg_P8_S47-batch1,4.515928,-0.25588748
DoubleNeg_P8_S48-batch1,6.0406275,-0.68167424
DoubleNeg_P9_S49-batch1,5.14787,1.1296464
DoubleNeg_P9_S50-batch1,6.064254,0.82981706
DoubleNeg_P9_S51-batch1,5.2095284,1.3776776
DoubleNeg_P9_S52-batch1,6.8581905,0.89922744
DoubleNeg_P9_S53-batch1,11.458362,0.12878212
DoubleNeg_P9_S54-batch1,6.301243,1.1503637
DoubleNeg_P9_S55-batch1,5.625691,-0.29033315
DoubleNeg_P9_S56-batch1,4.7960014,1.1903616
DoubleNeg_P9_S57-batch1,11.182032,-0.087358415
DoubleNeg_P9_S58-batch1,7.9949765,1.1297543
DoubleNeg_P9_S59-batch1,-2.1317134,-3.2778904
DoubleNeg_P9_S60-batch1,6.1413975,0.32541585
DoubleNeg_P9_S61-batch1,9.185551,11.085622
DoubleNeg_P9_S62-batch1,11.395371,-0.0017504048
DoubleNeg_P9_S63-batch1,5.4495754,1.3315772
DoubleNeg_P9_S64-batch1,4.7615147,0.35943323
DoubleNeg_P9_S65-batch1,5.62416,1.3543632
DoubleNeg_P9_S66-batch1,5.057663,1.2594044
DoubleNeg_P9_S67-batch1,5.7531137,1.1763293
DoubleNeg_P9_S68-batch1,5.399218,0.87995833
DoubleNeg_P9_S69-batch1,6.2437716,0.63658184
DoubleNeg_P9_S70-batch1,5.4124193,1.3940345
DoubleNeg_P9_S71-batch1,5.545309,0.8975407
DoubleNeg_P9_S72-batch1,7.441199,0.54146284
pDC_P13_S49-batch2,4.2229085,6.584166
pDC_P13_S50-batch2,4.506991,6.4735956
pDC_P13_S51-batch2,3.7864301,6.393889
pDC_P13_S52-batch2,4.639844,7.6126575
pDC_P13_S53-batch2,4.284436,6.7323465
pDC_P13_S54-batch2,5.223128,7.9366775
pDC_P13_S55-batch2,4.7367587,7.9973884
pDC_P13_S56-batch2,4.4283094,7.336137
pDC_P13_S57-batch2,11.5673,-1.1089474
pDC_P13_S58-batch2,4.4336815,6.101498
pDC_P13_S59-batch2,3.8805974,6.791762
pDC_P13_S60-batch2,3.9826903,6.3151245
pDC_P13_S61-batch2,3.8371267,6.439109
pDC_P13_S62-batch2,3.583116,6.564125
pDC_P13_S63-batch2,4.1098814,6.2108707
pDC_P13_S64-batch2,4.6960144,6.258815
pDC_P13_S65-batch2,4.4423337,7.1648765
pDC_P13_S66-batch2,4.905742,8.537427
pDC_P13_S67-batch2,5.555471,6.7409167
pDC_P13_S68-batch2,5.655332,7.525142
pDC_P13_S69-batch2,3.6491714,6.812305
pDC_P13_S70-batch2,4.4886184,6.8067765
pDC_P13_S71-batch2,4.536617,6.2151756
pDC_P13_S72-batch2,4.7094536,6.649162
pDC_P14_S73-batch2,4.38256,7.0442586
pDC_P14_S74-batch2,5.5403075,7.352772
pDC_P14_S75-batch2,4.632053,8.064181
pDC_P14_S76-batch2,5.5266657,6.866182
pDC_P14_S77-batch2,5.295014,7.0111814
pDC_P14_S78-batch2,5.2584877,7.246796
pDC_P14_S79-batch2,5.104309,8.770912
pDC_P14_S80-batch2,5.6941137,7.543493
pDC_P14_S81-batch2,3.711182,7.42349
pDC_P14_S82-batch2,5.2454443,6.597653
pDC_P14_S83-batch2,5.1573434,7.546368
pDC_P14_S84-batch2,11.600725,-1.14182
pDC_P14_S85-batch2,4.674754,7.112036
pDC_P14_S86-batch2,3.840978,8.3010235
pDC_P14_S87-batch2,5.097154,6.42417
pDC_P14_S88-batch2,4.528487,7.8248353
pDC_P14_S89-batch2,4.6034875,9.184139
pDC_P14_S90-batch2,4.61367,7.7527804
pDC_P14_S91-batch2,4.6066093,8.298952
pDC_P14_S92-batch2,5.1047554,7.2527175
pDC_P14_S93-batch2,8.42069,10.746708
pDC_P14_S94-batch2,4.5099325,8.646222
pDC_P14_S95-batch2,5.82375,8.758865
pDC_P14_S96-batch2,4.043991,7.4344034
pDC_P3_S10-batch2,5.5167794,8.320267
pDC_P3_S11-batch2,5.6334105,8.185047
pDC_P3_S12-batch2,5.0091863,7.8560295
pDC_P3_S13-batch2,5.443383,8.285952
pDC_P3_S14-batch2,5.1003857,7.7950406
pDC_P3_S15-batch2,8.633835,10.707866
pDC_P3_S16-batch2,5.8251595,8.698931
pDC_P3_S17-batch2,5.549122,7.6853733
pDC_P3_S18-batch2,5.9072576,7.495493
pDC_P3_S19-batch2,4.596384,7.6586995
pDC_P3_S1-batch2,5.2727556,8.508329
pDC_P3_S20-batch2,5.350381,8.921929
pDC_P3_S21-batch2,4.192194,7.952342
pDC_P3_S22-batch2,5.269438,8.6505375
pDC_P3_S23-batch2,5.868289,8.403677
pDC_P3_S24-batch2,5.7831197,7.8304434
pDC_P3_S2-batch2,7.9507313,10.205283
pDC_P3_S3-batch2,7.8881054,10.250936
pDC_P3_S4-batch2,5.006436,8.608864
pDC_P3_S5-batch2,3.7672482,8.112083
pDC_P3_S6-batch2,4.692467,8.403999
pDC_P3_S7-batch2,5.462655,8.775671
pDC_P3_S8-batch2,4.080749,8.013178
pDC_P3_S9-batch2,5.830765,7.672983
pDC_P4_S25-batch2,5.2373815,6.3251696
pDC_P4_S26-batch2,4.813014,7.3673725
pDC_P4_S27-batch2,11.246435,-0.7757996
pDC_P4_S28-batch2,5.849245,8.67379
pDC_P4_S29-batch2,4.850123,7.9120727
pDC_P4_S30-batch2,5.0894194,7.2706537
pDC_P4_S31-batch2,3.5422537,6.9937387
pDC_P4_S32-batch2,4.0337534,7.048055
pDC_P4_S33-batch2,5.1993866,7.105526
pDC_P4_S34-batch2,5.0718,8.42065
pDC_P4_S35-batch2,4.7158813,8.915891
pDC_P4_S36-batch2,5.3902082,6.767066
pDC_P4_S37-batch2,11.338862,-0.96911615
pDC_P4_S38-batch2,4.133282,7.2277994
pDC_P4_S39-batch2,11.808923,-1.2844731
pDC_P4_S40-batch2,4.837657,7.880727
pDC_P4_S41-batch2,4.8569427,8.23854
pDC_P4_S42-batch2,5.1091623,6.9866223
pDC_P4_S43-batch2,11.145898,-0.8037512
pDC_P4_S44-batch2,5.5471554,7.066488
pDC_P4_S45-batch2,5.2707667,6.3950477
pDC_P4_S46-batch2,5.916909,8.332085
pDC_P4_S47-batch2,4.8425603,6.4977636
pDC_P4_S48-batch2,5.0095735,7.7932653
DoubleNeg_P13_S49-batch2,9.30771,-0.18354405
DoubleNeg_P13_S50-batch2,7.964538,2.3315983
DoubleNeg_P13_S51-batch2,8.277226,-0.38612148
DoubleNeg_P13_S52-batch2,7.5049624,2.1575565
DoubleNeg_P13_S53-batch2,8.540029,-0.38585848
DoubleNeg_P13_S54-batch2,8.125562,1.3221488
DoubleNeg_P13_S55-batch2,9.871561,0.3596795
DoubleNeg_P13_S56-batch2,8.9601965,-0.16514947
DoubleNeg_P13_S57-batch2,8.363847,-0.089188844
DoubleNeg_P13_S58-batch2,8.437297,-0.1190813
DoubleNeg_P13_S59-batch2,8.754122,0.41713405
DoubleNeg_P13_S60-batch2,7.453444,1.376522
DoubleNeg_P13_S61-batch2,9.895371,-0.097236335
DoubleNeg_P13_S62-batch2,10.195447,1.1031857
DoubleNeg_P13_S63-batch2,8.9046335,0.06165063
DoubleNeg_P13_S64-batch2,10.058949,1.2480279
DoubleNeg_P13_S65-batch2,8.641969,-0.004912954
DoubleNeg_P13_S66-batch2,9.293397,0.11527919
DoubleNeg_P13_S67-batch2,7.9647546,2.4087157
DoubleNeg_P13_S68-batch2,7.600652,2.1282456
DoubleNeg_P13_S69-batch2,8.256853,0.22919904
DoubleNeg_P13_S70-batch2,8.374762,-0.37058818
DoubleNeg_P13_S71-batch2,9.042168,-0.107609555
DoubleNeg_P13_S72-batch2,-1.2596933,-1.190173
DoubleNeg_P14_S73-batch2,7.4970865,1.7899338
DoubleNeg_P14_S74-batch2,8.182745,2.1323924
DoubleNeg_P14_S75-batch2,9.469407,1.9122276
DoubleNeg_P14_S76-batch2,8.458018,1.8268884
DoubleNeg_P14_S77-batch2,8.469504,1.107149
DoubleNeg_P14_S78-batch2,8.687176,2.397367
DoubleNeg_P14_S79-batch2,7.6577063,1.0611094
DoubleNeg_P14_S80-batch2,8.972581,2.1660213
DoubleNeg_P14_S81-batch2,8.483286,1.2787935
DoubleNeg_P14_S82-batch2,9.90652,1.9545455
DoubleNeg_P14_S83-batch2,8.548969,2.4229014
DoubleNeg_P14_S84-batch2,8.322209,10.614387
DoubleNeg_P14_S85-batch2,7.771583,1.3494657
DoubleNeg_P14_S86-batch2,7.863232,1.1929743
DoubleNeg_P14_S87-batch2,8.701238,1.3990146
DoubleNeg_P14_S88-batch2,8.111604,1.8950193
DoubleNeg_P14_S89-batch2,8.958393,1.5054504
DoubleNeg_P14_S90-batch2,8.1255665,2.3690763
DoubleNeg_P14_S91-batch2,9.808694,1.9369551
DoubleNeg_P14_S92-batch2,8.567801,1.5906643
DoubleNeg_P14_S93-batch2,8.785385,2.38961
DoubleNeg_P14_S94-batch2,8.811571,1.967869
DoubleNeg_P14_S95-batch2,8.241639,2.0709074
DoubleNeg_P3_S10-batch2,8.097666,2.4904695
DoubleNeg_P3_S12-batch2,9.374061,0.75022393
DoubleNeg_P3_S13-batch2,8.356115,1.718512
DoubleNeg_P3_S14-batch2,-0.01326292,-2.0215929
DoubleNeg_P3_S15-batch2,9.7745,1.5533471
DoubleNeg_P3_S16-batch2,8.320477,0.76484424
DoubleNeg_P3_S17-batch2,8.632585,0.88861126
DoubleNeg_P3_S18-batch2,9.745213,1.4970686
DoubleNeg_P3_S19-batch2,8.830619,1.2706215
DoubleNeg_P3_S1-batch2,9.3800955,2.1534855
DoubleNeg_P3_S20-batch2,7.779881,1.3401316
DoubleNeg_P3_S21-batch2,8.375298,0.6595759
DoubleNeg_P3_S22-batch2,0.6576725,-2.3971672
DoubleNeg_P3_S23-batch2,8.803583,0.6809172
DoubleNeg_P3_S24-batch2,8.163877,0.66048026
DoubleNeg_P3_S2-batch2,8.67822,0.64931375
DoubleNeg_P3_S3-batch2,7.66602,1.5802026
DoubleNeg_P3_S4-batch2,8.284788,1.8783364
DoubleNeg_P3_S5-batch2,8.978829,1.6533083
DoubleNeg_P3_S7-batch2,7.6552896,1.7591908
DoubleNeg_P3_S8-batch2,9.083801,1.5123267
DoubleNeg_P3_S9-batch2,8.944994,2.1309726
DoubleNeg_P4_S25-batch2,9.250022,1.0014062
DoubleNeg_P4_S26-batch2,8.627676,1.3055315
DoubleNeg_P4_S27-batch2,9.59761,0.93195605
DoubleNeg_P4_S28-batch2,-1.2801908,-3.1862369
DoubleNeg_P4_S29-batch2,10.156849,1.2806418
DoubleNeg_P4_S30-batch2,8.157583,0.88274723
DoubleNeg_P4_S31-batch2,7.33908,2.150591
DoubleNeg_P4_S32-batch2,7.925537,1.8467126
DoubleNeg_P4_S33-batch2,10.125781,1.419565
DoubleNeg_P4_S34-batch2,8.366995,0.5015897
DoubleNeg_P4_S35-batch2,9.423044,1.4728036
DoubleNeg_P4_S36-batch2,9.954859,1.7207576
DoubleNeg_P4_S37-batch2,9.521673,0.537672
DoubleNeg_P4_S38-batch2,9.270067,2.2386913
DoubleNeg_P4_S39-batch2,7.6224017,2.5055847
DoubleNeg_P4_S40-batch2,-2.409747,-2.689539
DoubleNeg_P4_S41-batch2,8.560713,0.9980604
DoubleNeg_P4_S42-batch2,9.65941,1.2261683
DoubleNeg_P4_S43-batch2,7.933238,2.2614982
DoubleNeg_P4_S44-batch2,9.305692,1.7562056
DoubleNeg_P4_S45-batch2,8.607532,1.9378484
DoubleNeg_P4_S46-batch2,8.90507,1.2638732
DoubleNeg_P4_S47-batch2,9.203351,1.9569657
DoubleNeg_P4_S48-batch2,7.47312,1.8272173
CD1C_P13_S49-batch2,-0.29120612,-1.4634922
CD1C_P13_S50-batch2,-0.62830096,-0.8880596
CD1C_P13_S51-batch2,0.6536279,-1.8950536
CD1C_P13_S52-batch2,0.43045065,-1.4844688
CD1C_P13_S53-batch2,0.33598378,-1.1203268
CD1C_P13_S54-batch2,-0.5315744,-2.6008751
CD1C_P13_S55-batch2,-1.0414448,-1.6793693
CD1C_P13_S56-batch2,0.44823602,-3.236508
CD1C_P13_S57-batch2,-1.6565224,-1.3825169
CD1C_P13_S58-batch2,-0.6989884,-1.6828289
CD1C_P13_S59-batch2,-0.95133597,-1.0476831
CD1C_P13_S60-batch2,0.12277099,-1.0885247
CD1C_P13_S61-batch2,0.04109179,-5.354604
CD1C_P13_S62-batch2,-1.1950898,-1.2204143
CD1C_P13_S63-batch2,-0.56896675,-3.170335
CD1C_P13_S64-batch2,-2.1265187,-1.653699
CD1C_P13_S65-batch2,-0.5253392,-1.2829578
CD1C_P13_S66-batch2,0.93248975,-2.9756486
CD1C_P13_S67-batch2,0.639913,-2.7428148
CD1C_P13_S68-batch2,0.82539505,-2.3946114
CD1C_P13_S69-batch2,-0.3273669,-1.2473906
CD1C_P13_S70-batch2,-0.16658956,-1.2768742
CD1C_P13_S71-batch2,0.32348037,-1.0564477
CD1C_P13_S72-batch2,-0.93605566,-2.0285888
CD1C_P14_S73-batch2,-1.6492667,-3.0380616
CD1C_P14_S74-batch2,0.048784845,-2.6138418
CD1C_P14_S75-batch2,0.37994,-1.7499027
CD1C_P14_S76-batch2,0.1199231,-1.4342246
CD1C_P14_S77-batch2,-0.8729659,-2.4488072
CD1C_P14_S78-batch2,0.040327895,-1.1719362
CD1C_P14_S79-batch2,-2.130516,-2.9612882
CD1C_P14_S80-batch2,0.08561287,-2.7942178
CD1C_P14_S81-batch2,-2.5476034,-1.9318975
CD1C_P14_S82-batch2,-1.8008716,-2.4273405
CD1C_P14_S83-batch2,-0.4968571,-2.0487177
CD1C_P14_S84-batch2,0.2056202,-2.7678077
CD1C_P14_S85-batch2,-0.057356827,-5.09803
CD1C_P14_S86-batch2,-0.5850072,-3.3469973
CD1C_P14_S87-batch2,-1.4994758,-2.6018112
CD1C_P14_S88-batch2,-0.16625214,-2.2471464
CD1C_P14_S89-batch2,0.3442941,-1.5636271
CD1C_P14_S90-batch2,-0.50084895,-1.1556886
CD1C_P14_S91-batch2,-1.8895264,-2.1896555
CD1C_P14_S92-batch2,-1.918487,-2.1231215
CD1C_P14_S93-batch2,-0.45558774,-2.562793
